"","CRID","Race","Gender","Victim"
"30305","1015558","Hispanic","Male","Hispanic Male"
"30306","1089709","Hispanic","Male","Hispanic Male"
"30307","1041363","Hispanic","Male","Hispanic Male"
"30308","1002434","Hispanic","Male","Hispanic Male"
"30309","1045984","Hispanic","Male","Hispanic Male"
"30310","1071765","Hispanic","Male","Hispanic Male"
"30311","1074354","Hispanic","Male","Hispanic Male"
"30312","1002510","Hispanic","Male","Hispanic Male"
"30313","1043652","Hispanic","Male","Hispanic Male"
"30314","1004535","Hispanic","Male","Hispanic Male"
"30315","1065955","Hispanic","Male","Hispanic Male"
"30316","1064996","Hispanic","Male","Hispanic Male"
"30317","1021711","Hispanic","Male","Hispanic Male"
"30318","1002243","Hispanic","Male","Hispanic Male"
"30319","1050013","Hispanic","Male","Hispanic Male"
"30320","1038710","Hispanic","Male","Hispanic Male"
"30321","1021032","Hispanic","Male","Hispanic Male"
"30322","1029338","Hispanic","Male","Hispanic Male"
"30323","1068376","Hispanic","Male","Hispanic Male"
"30324","1063538","Hispanic","Male","Hispanic Male"
"30325","1070430","Hispanic","Male","Hispanic Male"
"30326","1004756","Hispanic","Male","Hispanic Male"
"30327","1049363","Hispanic","Male","Hispanic Male"
"30328","1063758","Hispanic","Male","Hispanic Male"
"30329","1064984","Hispanic","Male","Hispanic Male"
"30330","1058568","Hispanic","Male","Hispanic Male"
"30331","1031318","Hispanic","Male","Hispanic Male"
"30332","1032353","Hispanic","Male","Hispanic Male"
"30333","1026532","Hispanic","Male","Hispanic Male"
"30334","1030257","Hispanic","Male","Hispanic Male"
"30335","1082915","Hispanic","Male","Hispanic Male"
"30336","1040881","Hispanic","Male","Hispanic Male"
"30337","1039683","Hispanic","Male","Hispanic Male"
"30338","1085971","Hispanic","Male","Hispanic Male"
"30339","1036923","Hispanic","Male","Hispanic Male"
"30340","1034066","Hispanic","Male","Hispanic Male"
"30341","1000895","Hispanic","Male","Hispanic Male"
"30342","1020863","Hispanic","Male","Hispanic Male"
"30343","1087812","Hispanic","Male","Hispanic Male"
"30344","1023757","Hispanic","Male","Hispanic Male"
"30345","1047317","Hispanic","Male","Hispanic Male"
"30346","1053351","Hispanic","Male","Hispanic Male"
"30347","1059119","Hispanic","Male","Hispanic Male"
"30348","1001115","Hispanic","Male","Hispanic Male"
"30349","1041744","Hispanic","Male","Hispanic Male"
"30350","1019194","Hispanic","Male","Hispanic Male"
"30351","1079449","Hispanic","Male","Hispanic Male"
"30352","1084703","Hispanic","Male","Hispanic Male"
"30353","1020995","Hispanic","Male","Hispanic Male"
"30354","1016439","Hispanic","Male","Hispanic Male"
"30355","1022158","Hispanic","Male","Hispanic Male"
"30356","1053509","Hispanic","Male","Hispanic Male"
"30357","1052515","Hispanic","Male","Hispanic Male"
"30358","1056731","Hispanic","Male","Hispanic Male"
"30359","1022497","Hispanic","Male","Hispanic Male"
"30360","1043640","Hispanic","Male","Hispanic Male"
"30361","1029019","Hispanic","Male","Hispanic Male"
"30362","1075995","Hispanic","Male","Hispanic Male"
"30363","1077949","Hispanic","Male","Hispanic Male"
"30364","1042436","Hispanic","Male","Hispanic Male"
"30365","1036670","Hispanic","Male","Hispanic Male"
"30366","1013764","Hispanic","Male","Hispanic Male"
"30367","1016219","Hispanic","Male","Hispanic Male"
"30368","1036292","Hispanic","Male","Hispanic Male"
"30369","1000936","Hispanic","Male","Hispanic Male"
"30370","1012821","Hispanic","Male","Hispanic Male"
"30371","1035253","Hispanic","Male","Hispanic Male"
"30372","1033525","Hispanic","Male","Hispanic Male"
"30373","1014218","Hispanic","Male","Hispanic Male"
"30374","1056266","Hispanic","Male","Hispanic Male"
"30375","1041380","Hispanic","Male","Hispanic Male"
"30376","1010578","Hispanic","Male","Hispanic Male"
"30377","1051030","Hispanic","Male","Hispanic Male"
"30378","1039836","Hispanic","Male","Hispanic Male"
"30379","1019675","Hispanic","Male","Hispanic Male"
"30380","1069675","Hispanic","Male","Hispanic Male"
"30381","1071277","Hispanic","Male","Hispanic Male"
"30382","1062927","Hispanic","Male","Hispanic Male"
"30383","1013978","Hispanic","Male","Hispanic Male"
"30384","1015816","Hispanic","Male","Hispanic Male"
"30385","1010955","Hispanic","Male","Hispanic Male"
"30386","1088038","Hispanic","Male","Hispanic Male"
"30387","1028086","Hispanic","Male","Hispanic Male"
"30388","1008699","Hispanic","Male","Hispanic Male"
"30389","1074942","Hispanic","Male","Hispanic Male"
"30390","1022710","Hispanic","Male","Hispanic Male"
"30391","1025612","Hispanic","Male","Hispanic Male"
"30392","1027343","Hispanic","Male","Hispanic Male"
"30393","1000862","Hispanic","Male","Hispanic Male"
"30394","1031778","Hispanic","Male","Hispanic Male"
"30395","1029049","Hispanic","Male","Hispanic Male"
"30396","1046314","Hispanic","Male","Hispanic Male"
"30397","1006663","Hispanic","Male","Hispanic Male"
"30398","1076446","Hispanic","Male","Hispanic Male"
"30399","1050260","Hispanic","Male","Hispanic Male"
"30400","1074231","Hispanic","Male","Hispanic Male"
"30401","1013647","Hispanic","Male","Hispanic Male"
"30402","1057760","Hispanic","Male","Hispanic Male"
"30403","1010240","Hispanic","Male","Hispanic Male"
"30404","1071968","Hispanic","Male","Hispanic Male"
"30405","1015298","Hispanic","Male","Hispanic Male"
"30406","1043072","Hispanic","Male","Hispanic Male"
"30407","1085702","Hispanic","Male","Hispanic Male"
"30408","1018319","Hispanic","Male","Hispanic Male"
"30409","1061992","Hispanic","Male","Hispanic Male"
"30410","1036732","Hispanic","Male","Hispanic Male"
"30411","1035758","Hispanic","Male","Hispanic Male"
"30412","1032149","Hispanic","Male","Hispanic Male"
"30413","1012986","Hispanic","Male","Hispanic Male"
"30414","1014657","Hispanic","Male","Hispanic Male"
"30415","1046692","Hispanic","Male","Hispanic Male"
"30416","1077825","Hispanic","Male","Hispanic Male"
"30417","1000028","Hispanic","Male","Hispanic Male"
"30418","1027129","Hispanic","Male","Hispanic Male"
"30419","1076100","Hispanic","Male","Hispanic Male"
"30420","1080752","Hispanic","Male","Hispanic Male"
"30421","1076573","Hispanic","Male","Hispanic Male"
"30422","1026428","Hispanic","Male","Hispanic Male"
"30423","1032365","Hispanic","Male","Hispanic Male"
"30424","1032309","Hispanic","Male","Hispanic Male"
"30425","1058051","Hispanic","Male","Hispanic Male"
"30426","1063256","Hispanic","Male","Hispanic Male"
"30427","1028577","Hispanic","Male","Hispanic Male"
"30428","1069745","Hispanic","Male","Hispanic Male"
"30429","1002751","Hispanic","Male","Hispanic Male"
"30430","1084965","Hispanic","Male","Hispanic Male"
"30431","1070925","Hispanic","Male","Hispanic Male"
"30432","1087811","Hispanic","Male","Hispanic Male"
"30433","1005499","Hispanic","Male","Hispanic Male"
"30434","1076792","Hispanic","Male","Hispanic Male"
"30435","1048428","Hispanic","Male","Hispanic Male"
"30436","1047530","Hispanic","Male","Hispanic Male"
"30437","1084693","Hispanic","Male","Hispanic Male"
"30438","1070632","Hispanic","Male","Hispanic Male"
"30439","1006343","Hispanic","Male","Hispanic Male"
"30440","1027740","Hispanic","Male","Hispanic Male"
"30441","1031311","Hispanic","Male","Hispanic Male"
"30442","1068363","Hispanic","Male","Hispanic Male"
"30443","1019219","Hispanic","Male","Hispanic Male"
"30444","1017182","Hispanic","Male","Hispanic Male"
"30445","1037770","Hispanic","Male","Hispanic Male"
"30446","1086633","Hispanic","Male","Hispanic Male"
"30447","1072514","Hispanic","Male","Hispanic Male"
"30448","1078845","Hispanic","Male","Hispanic Male"
"30449","1001419","Hispanic","Male","Hispanic Male"
"30450","1072439","Hispanic","Male","Hispanic Male"
"30451","1088092","Hispanic","Male","Hispanic Male"
"30452","1053432","Hispanic","Male","Hispanic Male"
"30453","1039950","Hispanic","Male","Hispanic Male"
"30454","1003746","Hispanic","Male","Hispanic Male"
"30455","1086229","Hispanic","Male","Hispanic Male"
"30456","1042211","Hispanic","Male","Hispanic Male"
"30457","1050032","Hispanic","Male","Hispanic Male"
"30458","1063527","Hispanic","Male","Hispanic Male"
"30459","1054985","Hispanic","Male","Hispanic Male"
"30460","1005804","Hispanic","Male","Hispanic Male"
"30461","1015281","Hispanic","Male","Hispanic Male"
"30462","1019631","Hispanic","Male","Hispanic Male"
"30463","1046343","Hispanic","Male","Hispanic Male"
"30464","1011046","Hispanic","Male","Hispanic Male"
"30465","1009123","Hispanic","Male","Hispanic Male"
"30466","1042860","Hispanic","Male","Hispanic Male"
"30467","1024440","Hispanic","Male","Hispanic Male"
"30468","1015506","Hispanic","Male","Hispanic Male"
"30469","1057247","Hispanic","Male","Hispanic Male"
"30470","1065061","Hispanic","Male","Hispanic Male"
"30471","1013916","Hispanic","Male","Hispanic Male"
"30472","1045173","Hispanic","Male","Hispanic Male"
"30473","1036789","Hispanic","Male","Hispanic Male"
"30474","1024455","Hispanic","Male","Hispanic Male"
"30475","1067419","Hispanic","Male","Hispanic Male"
"30476","1026301","Hispanic","Male","Hispanic Male"
"30477","1033552","Hispanic","Male","Hispanic Male"
"30478","1049247","Hispanic","Male","Hispanic Male"
"30479","1046723","Hispanic","Male","Hispanic Male"
"30480","1009059","Hispanic","Male","Hispanic Male"
"30481","1009542","Hispanic","Male","Hispanic Male"
"30482","1024538","Hispanic","Male","Hispanic Male"
"30483","1022698","Hispanic","Male","Hispanic Male"
"30484","1077139","Hispanic","Male","Hispanic Male"
"30485","1072391","Hispanic","Male","Hispanic Male"
"30486","1082528","Hispanic","Male","Hispanic Male"
"30487","1089493","Hispanic","Male","Hispanic Male"
"30488","1073119","Hispanic","Male","Hispanic Male"
"30489","1085538","Hispanic","Male","Hispanic Male"
"30490","1073518","Hispanic","Male","Hispanic Male"
"30491","1080945","Hispanic","Male","Hispanic Male"
"30492","1003978","Hispanic","Male","Hispanic Male"
"30493","1084480","Hispanic","Male","Hispanic Male"
"30494","1003137","Hispanic","Male","Hispanic Male"
"30495","1007320","Hispanic","Male","Hispanic Male"
"30496","1053388","Hispanic","Male","Hispanic Male"
"30497","1010727","Hispanic","Male","Hispanic Male"
"30498","1008213","Hispanic","Male","Hispanic Male"
"30499","1026289","Hispanic","Male","Hispanic Male"
"30500","1052413","Hispanic","Male","Hispanic Male"
"30501","1025906","Hispanic","Male","Hispanic Male"
"30502","1021259","Hispanic","Male","Hispanic Male"
"30503","1077200","Hispanic","Male","Hispanic Male"
"30504","1063573","Hispanic","Male","Hispanic Male"
"30505","1002045","Hispanic","Male","Hispanic Male"
"30506","1042542","Hispanic","Male","Hispanic Male"
"30507","1038984","Hispanic","Male","Hispanic Male"
"30508","1047714","Hispanic","Male","Hispanic Male"
"30509","1080161","Hispanic","Male","Hispanic Male"
"30510","1034567","Hispanic","Male","Hispanic Male"
"30511","1003821","Hispanic","Male","Hispanic Male"
"30512","1071524","Hispanic","Male","Hispanic Male"
"30513","1050784","Hispanic","Male","Hispanic Male"
"30514","1005861","Hispanic","Male","Hispanic Male"
"30515","1086556","Hispanic","Male","Hispanic Male"
"30516","1018029","Hispanic","Male","Hispanic Male"
"30517","1051862","Hispanic","Male","Hispanic Male"
"30518","1080451","Hispanic","Male","Hispanic Male"
"30519","1021956","Hispanic","Male","Hispanic Male"
"30520","1023101","Hispanic","Male","Hispanic Male"
"30521","1033564","Hispanic","Male","Hispanic Male"
"30522","1026072","Hispanic","Male","Hispanic Male"
"30523","1013042","Hispanic","Male","Hispanic Male"
"30524","1071776","Hispanic","Male","Hispanic Male"
"30525","1026872","Hispanic","Male","Hispanic Male"
"30526","1014395","Hispanic","Male","Hispanic Male"
"30527","1063387","Hispanic","Male","Hispanic Male"
"30528","1069306","Hispanic","Male","Hispanic Male"
"30529","1023099","Hispanic","Male","Hispanic Male"
"30530","1060946","Hispanic","Male","Hispanic Male"
"30531","1084303","Hispanic","Male","Hispanic Male"
"30532","1067847","Hispanic","Male","Hispanic Male"
"30533","1079030","Hispanic","Male","Hispanic Male"
"30534","1010268","Hispanic","Male","Hispanic Male"
"30535","1049597","Hispanic","Male","Hispanic Male"
"30536","1005354","Hispanic","Male","Hispanic Male"
"30537","1025335","Hispanic","Male","Hispanic Male"
"30538","1073461","Hispanic","Male","Hispanic Male"
"30539","1029895","Hispanic","Male","Hispanic Male"
"30540","1055051","Hispanic","Male","Hispanic Male"
"30541","1041673","Hispanic","Male","Hispanic Male"
"30542","1059567","Hispanic","Male","Hispanic Male"
"30543","1004679","Hispanic","Male","Hispanic Male"
"30544","1026967","Hispanic","Male","Hispanic Male"
"30545","1037896","Hispanic","Male","Hispanic Male"
"30546","1000765","Hispanic","Male","Hispanic Male"
"30547","1022452","Hispanic","Male","Hispanic Male"
"30548","1077068","Hispanic","Male","Hispanic Male"
"30549","1002318","Hispanic","Male","Hispanic Male"
"30550","1074776","Hispanic","Male","Hispanic Male"
"30551","1053955","Hispanic","Male","Hispanic Male"
"30552","1055714","Hispanic","Male","Hispanic Male"
"30553","1072812","Hispanic","Male","Hispanic Male"
"30554","1039433","Hispanic","Male","Hispanic Male"
"30555","1032815","Hispanic","Male","Hispanic Male"
"30556","1005564","Hispanic","Male","Hispanic Male"
"30557","1015152","Hispanic","Male","Hispanic Male"
"30558","1029923","Hispanic","Male","Hispanic Male"
"30559","1076972","Hispanic","Male","Hispanic Male"
"30560","1024562","Hispanic","Male","Hispanic Male"
"30561","1054149","Hispanic","Male","Hispanic Male"
"30562","1033407","Hispanic","Male","Hispanic Male"
"30563","1083254","Hispanic","Male","Hispanic Male"
"30564","1065985","Hispanic","Male","Hispanic Male"
"30565","1047313","Hispanic","Male","Hispanic Male"
"30566","1072965","Hispanic","Male","Hispanic Male"
"30567","1060375","Hispanic","Male","Hispanic Male"
"30568","1045486","Hispanic","Male","Hispanic Male"
"30569","1052415","Hispanic","Male","Hispanic Male"
"30570","1078314","Hispanic","Male","Hispanic Male"
"30571","1059284","Hispanic","Male","Hispanic Male"
"30572","1019670","Hispanic","Male","Hispanic Male"
"30573","1087904","Hispanic","Male","Hispanic Male"
"30574","1027577","Hispanic","Male","Hispanic Male"
"30575","1069432","Hispanic","Male","Hispanic Male"
"30576","1001612","Hispanic","Male","Hispanic Male"
"30577","1005220","Hispanic","Male","Hispanic Male"
"30578","1087067","Hispanic","Male","Hispanic Male"
"30579","1041900","Hispanic","Male","Hispanic Male"
"30580","1000995","Hispanic","Male","Hispanic Male"
"30581","1078464","Hispanic","Male","Hispanic Male"
"30582","1050290","Hispanic","Male","Hispanic Male"
"30583","1084626","Hispanic","Male","Hispanic Male"
"30584","1063782","Hispanic","Male","Hispanic Male"
"30585","1063487","Hispanic","Male","Hispanic Male"
"30586","1071288","Hispanic","Male","Hispanic Male"
"30587","1027609","Hispanic","Male","Hispanic Male"
"30588","1036889","Hispanic","Male","Hispanic Male"
"30589","1056326","Hispanic","Male","Hispanic Male"
"30590","1054620","Hispanic","Male","Hispanic Male"
"30591","1082402","Hispanic","Male","Hispanic Male"
"30592","1001068","Hispanic","Male","Hispanic Male"
"30593","1074377","Hispanic","Male","Hispanic Male"
"30594","1057033","Hispanic","Male","Hispanic Male"
"30595","1031505","Hispanic","Male","Hispanic Male"
"30596","1041312","Hispanic","Male","Hispanic Male"
"30597","1062178","Hispanic","Male","Hispanic Male"
"30598","1003152","Hispanic","Male","Hispanic Male"
"30599","1063995","Hispanic","Male","Hispanic Male"
"30600","1063059","Hispanic","Male","Hispanic Male"
"30601","1018022","Hispanic","Male","Hispanic Male"
"30602","1001822","Hispanic","Male","Hispanic Male"
"30603","1081837","Hispanic","Male","Hispanic Male"
"30604","1055689","Hispanic","Male","Hispanic Male"
"30605","1078462","Hispanic","Male","Hispanic Male"
"30606","1067933","Hispanic","Male","Hispanic Male"
"30607","1015198","Hispanic","Male","Hispanic Male"
"30608","1089515","Hispanic","Male","Hispanic Male"
"30609","1078266","Hispanic","Male","Hispanic Male"
"30610","1016829","Hispanic","Male","Hispanic Male"
"30611","1047435","Hispanic","Male","Hispanic Male"
"30612","1073410","Hispanic","Male","Hispanic Male"
"30613","1061780","Hispanic","Male","Hispanic Male"
"30614","1048600","Hispanic","Male","Hispanic Male"
"30615","1040364","Hispanic","Male","Hispanic Male"
"30616","1046846","Hispanic","Male","Hispanic Male"
"30617","1033903","Hispanic","Male","Hispanic Male"
"30618","1008923","Hispanic","Male","Hispanic Male"
"30619","1073233","Hispanic","Male","Hispanic Male"
"30620","1013433","Hispanic","Male","Hispanic Male"
"30621","1086769","Hispanic","Male","Hispanic Male"
"30622","1069728","Hispanic","Male","Hispanic Male"
"30623","1060318","Hispanic","Male","Hispanic Male"
"30624","1041953","Hispanic","Male","Hispanic Male"
"30625","1031807","Hispanic","Male","Hispanic Male"
"30626","1071737","Hispanic","Male","Hispanic Male"
"30627","1072453","Hispanic","Male","Hispanic Male"
"30628","1058851","Hispanic","Male","Hispanic Male"
"30629","1055812","Hispanic","Male","Hispanic Male"
"30630","1077668","Hispanic","Male","Hispanic Male"
"30631","1071342","Hispanic","Male","Hispanic Male"
"30632","1006984","Hispanic","Male","Hispanic Male"
"30633","1079596","Hispanic","Male","Hispanic Male"
"30634","1056759","Hispanic","Male","Hispanic Male"
"30635","1006836","Hispanic","Male","Hispanic Male"
"30636","1017143","Hispanic","Male","Hispanic Male"
"30637","1018379","Hispanic","Male","Hispanic Male"
"30638","1027224","Hispanic","Male","Hispanic Male"
"30639","1035220","Hispanic","Male","Hispanic Male"
"30640","1060077","Hispanic","Male","Hispanic Male"
"30641","1081922","Hispanic","Male","Hispanic Male"
"30642","1031553","Hispanic","Male","Hispanic Male"
"30643","1034027","Hispanic","Male","Hispanic Male"
"30644","1037340","Hispanic","Male","Hispanic Male"
"30645","1056620","Hispanic","Male","Hispanic Male"
"30646","1043647","Hispanic","Male","Hispanic Male"
"30647","1069700","Hispanic","Male","Hispanic Male"
"30648","1061642","Hispanic","Male","Hispanic Male"
"30649","1079404","Hispanic","Male","Hispanic Male"
"30650","1033057","Hispanic","Male","Hispanic Male"
"30651","1047432","Hispanic","Male","Hispanic Male"
"30652","1006073","Hispanic","Male","Hispanic Male"
"30653","1028220","Hispanic","Male","Hispanic Male"
"30654","1033647","Hispanic","Male","Hispanic Male"
"30655","1027170","Hispanic","Male","Hispanic Male"
"30656","1047557","Hispanic","Male","Hispanic Male"
"30657","1028973","Hispanic","Male","Hispanic Male"
"30658","1087068","Hispanic","Male","Hispanic Male"
"30659","1017264","Hispanic","Male","Hispanic Male"
"30660","1071057","Hispanic","Male","Hispanic Male"
"30661","1020772","Hispanic","Male","Hispanic Male"
"30662","1043781","Hispanic","Male","Hispanic Male"
"30663","1035531","Hispanic","Male","Hispanic Male"
"30664","1069670","Hispanic","Male","Hispanic Male"
"30665","1030094","Hispanic","Male","Hispanic Male"
"30666","1059268","Hispanic","Male","Hispanic Male"
"30667","1004258","Hispanic","Male","Hispanic Male"
"30668","1033049","Hispanic","Male","Hispanic Male"
"30669","1078305","Hispanic","Male","Hispanic Male"
"30670","1087258","Hispanic","Male","Hispanic Male"
"30671","1053867","Hispanic","Male","Hispanic Male"
"30672","1049910","Hispanic","Male","Hispanic Male"
"30673","1023807","Hispanic","Male","Hispanic Male"
"30674","1012685","Hispanic","Male","Hispanic Male"
"30675","1049406","Hispanic","Male","Hispanic Male"
"30676","1027820","Hispanic","Male","Hispanic Male"
"30677","1010310","Hispanic","Male","Hispanic Male"
"30678","1061378","Hispanic","Male","Hispanic Male"
"30679","1056058","Hispanic","Male","Hispanic Male"
"30680","1023644","Hispanic","Male","Hispanic Male"
"30681","1005291","Hispanic","Male","Hispanic Male"
"30682","1083063","Hispanic","Male","Hispanic Male"
"30683","1076508","Hispanic","Male","Hispanic Male"
"30684","1056959","Hispanic","Male","Hispanic Male"
"30685","1015982","Hispanic","Male","Hispanic Male"
"30686","1044582","Hispanic","Male","Hispanic Male"
"30687","1072025","Hispanic","Male","Hispanic Male"
"30688","1041048","Hispanic","Male","Hispanic Male"
"30689","1046043","Hispanic","Male","Hispanic Male"
"30690","1050183","Hispanic","Male","Hispanic Male"
"30691","1057895","Hispanic","Male","Hispanic Male"
"30692","1052024","Hispanic","Male","Hispanic Male"
"30693","1071952","Hispanic","Male","Hispanic Male"
"30694","1074199","Hispanic","Male","Hispanic Male"
"30695","1031500","Hispanic","Male","Hispanic Male"
"30696","1016171","Hispanic","Male","Hispanic Male"
"30697","1053890","Hispanic","Male","Hispanic Male"
"30698","1038567","Hispanic","Male","Hispanic Male"
"30699","1054440","Hispanic","Male","Hispanic Male"
"30700","1016213","Hispanic","Male","Hispanic Male"
"30701","1053099","Hispanic","Male","Hispanic Male"
"30702","1050139","Hispanic","Male","Hispanic Male"
"30703","1046057","Hispanic","Male","Hispanic Male"
"30704","1032046","Hispanic","Male","Hispanic Male"
"30705","1057578","Hispanic","Male","Hispanic Male"
"30706","1051289","Hispanic","Male","Hispanic Male"
"30707","1004918","Hispanic","Male","Hispanic Male"
"30708","1037451","Hispanic","Male","Hispanic Male"
"30709","1053148","Hispanic","Male","Hispanic Male"
"30710","1009372","Hispanic","Male","Hispanic Male"
"30711","1022949","Hispanic","Male","Hispanic Male"
"30712","1075360","Hispanic","Male","Hispanic Male"
"30713","1018603","Hispanic","Male","Hispanic Male"
"30714","1068199","Hispanic","Male","Hispanic Male"
"30715","1059692","Hispanic","Male","Hispanic Male"
"30716","1072404","Hispanic","Male","Hispanic Male"
"30717","1052937","Hispanic","Male","Hispanic Male"
"30718","1013320","Hispanic","Male","Hispanic Male"
"30719","1007425","Hispanic","Male","Hispanic Male"
"30720","1013849","Hispanic","Male","Hispanic Male"
"30721","1061852","Hispanic","Male","Hispanic Male"
"30722","1010767","Hispanic","Male","Hispanic Male"
"30723","1058962","Hispanic","Male","Hispanic Male"
"30724","1087003","Hispanic","Male","Hispanic Male"
"30725","1085854","Hispanic","Male","Hispanic Male"
"30726","1044111","Hispanic","Male","Hispanic Male"
"30727","1001741","Hispanic","Male","Hispanic Male"
"30728","1088622","Hispanic","Male","Hispanic Male"
"30729","1053187","Hispanic","Male","Hispanic Male"
"30730","1080460","Hispanic","Male","Hispanic Male"
"30731","1023088","Hispanic","Male","Hispanic Male"
"30732","1060184","Hispanic","Male","Hispanic Male"
"30733","1067260","Hispanic","Male","Hispanic Male"
"30734","1047070","Hispanic","Male","Hispanic Male"
"30735","1017914","Hispanic","Male","Hispanic Male"
"30736","1045827","Hispanic","Male","Hispanic Male"
"30737","1011411","Hispanic","Male","Hispanic Male"
"30738","1060484","Hispanic","Male","Hispanic Male"
"30739","1052437","Hispanic","Male","Hispanic Male"
"30740","1012907","Hispanic","Male","Hispanic Male"
"30741","1020838","Hispanic","Male","Hispanic Male"
"30742","1039253","Hispanic","Male","Hispanic Male"
"30743","1030541","Hispanic","Male","Hispanic Male"
"30744","1027429","Hispanic","Male","Hispanic Male"
"30745","1005239","Hispanic","Male","Hispanic Male"
"30746","1031507","Hispanic","Male","Hispanic Male"
"30747","1009340","Hispanic","Male","Hispanic Male"
"30748","1029813","Hispanic","Male","Hispanic Male"
"30749","1052384","Hispanic","Male","Hispanic Male"
"30750","1051560","Hispanic","Male","Hispanic Male"
"30751","1055947","Hispanic","Male","Hispanic Male"
"30752","1029504","Hispanic","Male","Hispanic Male"
"30753","1037775","Hispanic","Male","Hispanic Male"
"30754","1013319","Hispanic","Male","Hispanic Male"
"30755","1084009","Hispanic","Male","Hispanic Male"
"30756","1023011","Hispanic","Male","Hispanic Male"
"30757","1011154","Hispanic","Male","Hispanic Male"
"30758","1042581","Hispanic","Male","Hispanic Male"
"30759","1003848","Hispanic","Male","Hispanic Male"
"30760","1044685","Hispanic","Male","Hispanic Male"
"30761","1042347","Hispanic","Male","Hispanic Male"
"30762","1078361","Hispanic","Male","Hispanic Male"
"30763","1006004","Hispanic","Male","Hispanic Male"
"30764","1068905","Hispanic","Male","Hispanic Male"
"30765","1010511","Hispanic","Male","Hispanic Male"
"30766","1040493","Hispanic","Male","Hispanic Male"
"30767","1033389","Hispanic","Male","Hispanic Male"
"30768","1061358","Hispanic","Male","Hispanic Male"
"30769","1002349","Hispanic","Male","Hispanic Male"
"30770","1083263","Hispanic","Male","Hispanic Male"
"30771","1043615","Hispanic","Male","Hispanic Male"
"30772","1041700","Hispanic","Male","Hispanic Male"
"30773","1071358","Hispanic","Male","Hispanic Male"
"30774","1086688","Hispanic","Male","Hispanic Male"
"30775","1056517","Hispanic","Male","Hispanic Male"
"30776","1061308","Hispanic","Male","Hispanic Male"
"30777","1066327","Hispanic","Male","Hispanic Male"
"30778","1021213","Hispanic","Male","Hispanic Male"
"30779","1061982","Hispanic","Male","Hispanic Male"
"30780","1001595","Hispanic","Male","Hispanic Male"
"30781","1040858","Hispanic","Male","Hispanic Male"
"30782","1016557","Hispanic","Male","Hispanic Male"
"30783","1021358","Hispanic","Male","Hispanic Male"
"30784","1059688","Hispanic","Male","Hispanic Male"
"30785","1069146","Hispanic","Male","Hispanic Male"
"30786","1066361","Hispanic","Male","Hispanic Male"
"30787","1014037","Hispanic","Male","Hispanic Male"
"30788","1049457","Hispanic","Male","Hispanic Male"
"30789","1085205","Hispanic","Male","Hispanic Male"
"30790","1080232","Hispanic","Male","Hispanic Male"
"30791","1003051","Hispanic","Male","Hispanic Male"
"30792","1076990","Hispanic","Male","Hispanic Male"
"30793","1051997","Hispanic","Male","Hispanic Male"
"30794","1038683","Hispanic","Male","Hispanic Male"
"30795","1030073","Hispanic","Male","Hispanic Male"
"30796","1064787","Hispanic","Male","Hispanic Male"
"30797","1059511","Hispanic","Male","Hispanic Male"
"30798","1063013","Hispanic","Male","Hispanic Male"
"30799","1078164","Hispanic","Male","Hispanic Male"
"30800","1064043","Hispanic","Male","Hispanic Male"
"30801","1049416","Hispanic","Male","Hispanic Male"
"30802","1083275","Hispanic","Male","Hispanic Male"
"30803","1016361","Hispanic","Male","Hispanic Male"
"30804","1060197","Hispanic","Male","Hispanic Male"
"30805","1001356","Hispanic","Male","Hispanic Male"
"30806","1037202","Hispanic","Male","Hispanic Male"
"30807","1077908","Hispanic","Male","Hispanic Male"
"30808","1068276","Hispanic","Male","Hispanic Male"
"30809","1012954","Hispanic","Male","Hispanic Male"
"30810","1047524","Hispanic","Male","Hispanic Male"
"30811","1014566","Hispanic","Male","Hispanic Male"
"30812","1074361","Hispanic","Male","Hispanic Male"
"30813","1053968","Hispanic","Male","Hispanic Male"
"30814","1007296","Hispanic","Male","Hispanic Male"
"30815","1043895","Hispanic","Male","Hispanic Male"
"30816","1070962","Hispanic","Male","Hispanic Male"
"30817","1054753","Hispanic","Male","Hispanic Male"
"30818","1079954","Hispanic","Male","Hispanic Male"
"30819","1000085","Hispanic","Male","Hispanic Male"
"30820","1020469","Hispanic","Male","Hispanic Male"
"30821","1007001","Hispanic","Male","Hispanic Male"
"30822","1000320","Hispanic","Male","Hispanic Male"
"30823","1065378","Hispanic","Male","Hispanic Male"
"30824","1046208","Hispanic","Male","Hispanic Male"
"30825","1051803","Hispanic","Male","Hispanic Male"
"30826","1069676","Hispanic","Male","Hispanic Male"
"30827","1015757","Hispanic","Male","Hispanic Male"
"30828","1058760","Hispanic","Male","Hispanic Male"
"30829","1077149","Hispanic","Male","Hispanic Male"
"30830","1011253","Hispanic","Male","Hispanic Male"
"30831","1068519","Hispanic","Male","Hispanic Male"
"30832","1078685","Hispanic","Male","Hispanic Male"
"30833","1043268","Hispanic","Male","Hispanic Male"
"30834","1012562","Hispanic","Male","Hispanic Male"
"30835","1026600","Hispanic","Male","Hispanic Male"
"30836","1026411","Hispanic","Male","Hispanic Male"
"30837","1038143","Hispanic","Male","Hispanic Male"
"30838","1007610","Hispanic","Male","Hispanic Male"
"30839","1048811","Hispanic","Male","Hispanic Male"
"30840","1000625","Hispanic","Male","Hispanic Male"
"30841","1075104","Hispanic","Male","Hispanic Male"
