"","CRID","Race","Gender","Victim"
"2881","1020763","Black","Male","Black Male"
"2882","1020776","Black","Male","Black Male"
"2883","1020778","Black","Male","Black Male"
"2884","1020781","Black","Male","Black Male"
"2885","1020793","Black","Male","Black Male"
"2886","1020795","Black","Male","Black Male"
"2887","1020799","Black","Male","Black Male"
"2888","1020809","Black","Male","Black Male"
"2889","1020810","Black","Male","Black Male"
"2890","1020821","Black","Male","Black Male"
"2891","1020824","Black","Male","Black Male"
"2892","1020833","Black","Male","Black Male"
"2893","1020844","Black","Male","Black Male"
"2894","1020848","Black","Male","Black Male"
"2895","1020851","Black","Male","Black Male"
"2896","1020862","Black","Male","Black Male"
"2897","1020872","Black","Male","Black Male"
"2898","1020878","Black","Male","Black Male"
"2899","1020881","Black","Male","Black Male"
"2900","1020887","Black","Male","Black Male"
"2901","1020891","Black","Male","Black Male"
"2902","1020894","Black","Male","Black Male"
"2903","1020896","Black","Male","Black Male"
"2904","1020898","Black","Male","Black Male"
"2905","1020914","Black","Male","Black Male"
"2906","1020916","Black","Male","Black Male"
"2907","1020922","Black","Male","Black Male"
"2908","1020938","Black","Male","Black Male"
"2909","1020941","Black","Male","Black Male"
"2910","1020948","Black","Male","Black Male"
"2911","1020953","Black","Male","Black Male"
"2912","1020961","Black","Male","Black Male"
"2913","1020962","Black","Male","Black Male"
"2914","1020965","Black","Male","Black Male"
"2915","1020976","Black","Male","Black Male"
"2916","1020983","Black","Male","Black Male"
"2917","1021010","Black","Male","Black Male"
"2918","1021024","Black","Male","Black Male"
"2919","1021030","Black","Male","Black Male"
"2920","1021053","Black","Male","Black Male"
"2921","1021057","Black","Male","Black Male"
"2922","1021068","Black","Male","Black Male"
"2923","1021093","Black","Male","Black Male"
"2924","1021094","Black","Male","Black Male"
"2925","1021106","Black","Male","Black Male"
"2926","1021109","Black","Male","Black Male"
"2927","1021113","Black","Male","Black Male"
"2928","1021117","Black","Male","Black Male"
"2929","1021125","Black","Male","Black Male"
"2930","1021144","Black","Male","Black Male"
"2931","1021148","Black","Male","Black Male"
"2932","1021151","Black","Male","Black Male"
"2933","1021154","Black","Male","Black Male"
"2934","1021160","Black","Male","Black Male"
"2935","1021173","Black","Male","Black Male"
"2936","1021185","Black","Male","Black Male"
"2937","1021190","Black","Male","Black Male"
"2938","1021199","Black","Male","Black Male"
"2939","1021205","Black","Male","Black Male"
"2940","1021206","Black","Male","Black Male"
"2941","1021207","Black","Male","Black Male"
"2942","1021209","Black","Male","Black Male"
"2943","1021233","Black","Male","Black Male"
"2944","1021235","Black","Male","Black Male"
"2945","1021237","Black","Male","Black Male"
"2946","1021262","Black","Male","Black Male"
"2947","1021286","Black","Male","Black Male"
"2948","1021287","Black","Male","Black Male"
"2949","1021292","Black","Male","Black Male"
"2950","1021305","Black","Male","Black Male"
"2951","1021307","Black","Male","Black Male"
"2952","1021310","Black","Male","Black Male"
"2953","1021315","Black","Male","Black Male"
"2954","1021325","Black","Male","Black Male"
"2955","1021335","Black","Male","Black Male"
"2956","1021338","Black","Male","Black Male"
"2957","1021342","Black","Male","Black Male"
"2958","1021352","Black","Male","Black Male"
"2959","1021363","Black","Male","Black Male"
"2960","1021386","Black","Male","Black Male"
"2961","1021395","Black","Male","Black Male"
"2962","1021419","Black","Male","Black Male"
"2963","1021435","Black","Male","Black Male"
"2964","1021440","Black","Male","Black Male"
"2965","1021446","Black","Male","Black Male"
"2966","1021457","Black","Male","Black Male"
"2967","1021459","Black","Male","Black Male"
"2968","1021470","Black","Male","Black Male"
"2969","1021482","Black","Male","Black Male"
"2970","1021487","Black","Male","Black Male"
"2971","1021490","Black","Male","Black Male"
"2972","1021511","Black","Male","Black Male"
"2973","1021540","Black","Male","Black Male"
"2974","1021544","Black","Male","Black Male"
"2975","1021545","Black","Male","Black Male"
"2976","1021561","Black","Male","Black Male"
"2977","1021564","Black","Male","Black Male"
"2978","1021569","Black","Male","Black Male"
"2979","1021580","Black","Male","Black Male"
"2980","1021586","Black","Male","Black Male"
"2981","1021589","Black","Male","Black Male"
"2982","1021593","Black","Male","Black Male"
"2983","1021600","Black","Male","Black Male"
"2984","1021603","Black","Male","Black Male"
"2985","1021606","Black","Male","Black Male"
"2986","1021607","Black","Male","Black Male"
"2987","1021608","Black","Male","Black Male"
"2988","1021612","Black","Male","Black Male"
"2989","1021614","Black","Male","Black Male"
"2990","1021630","Black","Male","Black Male"
"2991","1021635","Black","Male","Black Male"
"2992","1021638","Black","Male","Black Male"
"2993","1021641","Black","Male","Black Male"
"2994","1021644","Black","Male","Black Male"
"2995","1021647","Black","Male","Black Male"
"2996","1021669","Black","Male","Black Male"
"2997","1021671","Black","Male","Black Male"
"2998","1021673","Black","Male","Black Male"
"2999","1021682","Black","Male","Black Male"
"3000","1021700","Black","Male","Black Male"
"3001","1021708","Black","Male","Black Male"
"3002","1021721","Black","Male","Black Male"
"3003","1021773","Black","Male","Black Male"
"3004","1021789","Black","Male","Black Male"
"3005","1021815","Black","Male","Black Male"
"3006","1021823","Black","Male","Black Male"
"3007","1021830","Black","Male","Black Male"
"3008","1021831","Black","Male","Black Male"
"3009","1021835","Black","Male","Black Male"
"3010","1021836","Black","Male","Black Male"
"3011","1021843","Black","Male","Black Male"
"3012","1021855","Black","Male","Black Male"
"3013","1021862","Black","Male","Black Male"
"3014","1021868","Black","Male","Black Male"
"3015","1021877","Black","Male","Black Male"
"3016","1021879","Black","Male","Black Male"
"3017","1021886","Black","Male","Black Male"
"3018","1021896","Black","Male","Black Male"
"3019","1021905","Black","Male","Black Male"
"3020","1021906","Black","Male","Black Male"
"3021","1021913","Black","Male","Black Male"
"3022","1021916","Black","Male","Black Male"
"3023","1021944","Black","Male","Black Male"
"3024","1021949","Black","Male","Black Male"
"3025","1021953","Black","Male","Black Male"
"3026","1021962","Black","Male","Black Male"
"3027","1021984","Black","Male","Black Male"
"3028","1021986","Black","Male","Black Male"
"3029","1021994","Black","Male","Black Male"
"3030","1021995","Black","Male","Black Male"
"3031","1022001","Black","Male","Black Male"
"3032","1022010","Black","Male","Black Male"
"3033","1022031","Black","Male","Black Male"
"3034","1022036","Black","Male","Black Male"
"3035","1022045","Black","Male","Black Male"
"3036","1022046","Black","Male","Black Male"
"3037","1022048","Black","Male","Black Male"
"3038","1022051","Black","Male","Black Male"
"3039","1022053","Black","Male","Black Male"
"3040","1022064","Black","Male","Black Male"
"3041","1022067","Black","Male","Black Male"
"3042","1022074","Black","Male","Black Male"
"3043","1022079","Black","Male","Black Male"
"3044","1022087","Black","Male","Black Male"
"3045","1022089","Black","Male","Black Male"
"3046","1022093","Black","Male","Black Male"
"3047","1022098","Black","Male","Black Male"
"3048","1022123","Black","Male","Black Male"
"3049","1022124","Black","Male","Black Male"
"3050","1022125","Black","Male","Black Male"
"3051","1022133","Black","Male","Black Male"
"3052","1022143","Black","Male","Black Male"
"3053","1022163","Black","Male","Black Male"
"3054","1022182","Black","Male","Black Male"
"3055","1022194","Black","Male","Black Male"
"3056","1022200","Black","Male","Black Male"
"3057","1022215","Black","Male","Black Male"
"3058","1022218","Black","Male","Black Male"
"3059","1022235","Black","Male","Black Male"
"3060","1022238","Black","Male","Black Male"
"3061","1022245","Black","Male","Black Male"
"3062","1022247","Black","Male","Black Male"
"3063","1022250","Black","Male","Black Male"
"3064","1022251","Black","Male","Black Male"
"3065","1022252","Black","Male","Black Male"
"3066","1022253","Black","Male","Black Male"
"3067","1022254","Black","Male","Black Male"
"3068","1022255","Black","Male","Black Male"
"3069","1022278","Black","Male","Black Male"
"3070","1022293","Black","Male","Black Male"
"3071","1022301","Black","Male","Black Male"
"3072","1022305","Black","Male","Black Male"
"3073","1022310","Black","Male","Black Male"
"3074","1022322","Black","Male","Black Male"
"3075","1022326","Black","Male","Black Male"
"3076","1022333","Black","Male","Black Male"
"3077","1022338","Black","Male","Black Male"
"3078","1022345","Black","Male","Black Male"
"3079","1022389","Black","Male","Black Male"
"3080","1022395","Black","Male","Black Male"
"3081","1022397","Black","Male","Black Male"
"3082","1022416","Black","Male","Black Male"
"3083","1022421","Black","Male","Black Male"
"3084","1022427","Black","Male","Black Male"
"3085","1022435","Black","Male","Black Male"
"3086","1022438","Black","Male","Black Male"
"3087","1022441","Black","Male","Black Male"
"3088","1022442","Black","Male","Black Male"
"3089","1022466","Black","Male","Black Male"
"3090","1022468","Black","Male","Black Male"
"3091","1022475","Black","Male","Black Male"
"3092","1022481","Black","Male","Black Male"
"3093","1022489","Black","Male","Black Male"
"3094","1022494","Black","Male","Black Male"
"3095","1022504","Black","Male","Black Male"
"3096","1022521","Black","Male","Black Male"
"3097","1022531","Black","Male","Black Male"
"3098","1022555","Black","Male","Black Male"
"3099","1022561","Black","Male","Black Male"
"3100","1022568","Black","Male","Black Male"
"3101","1022583","Black","Male","Black Male"
"3102","1022584","Black","Male","Black Male"
"3103","1022604","Black","Male","Black Male"
"3104","1022607","Black","Male","Black Male"
"3105","1022609","Black","Male","Black Male"
"3106","1022618","Black","Male","Black Male"
"3107","1022623","Black","Male","Black Male"
"3108","1022629","Black","Male","Black Male"
"3109","1022638","Black","Male","Black Male"
"3110","1022645","Black","Male","Black Male"
"3111","1022649","Black","Male","Black Male"
"3112","1022665","Black","Male","Black Male"
"3113","1022666","Black","Male","Black Male"
"3114","1022674","Black","Male","Black Male"
"3115","1022675","Black","Male","Black Male"
"3116","1022676","Black","Male","Black Male"
"3117","1022690","Black","Male","Black Male"
"3118","1022697","Black","Male","Black Male"
"3119","1022702","Black","Male","Black Male"
"3120","1022718","Black","Male","Black Male"
"3121","1022719","Black","Male","Black Male"
"3122","1022731","Black","Male","Black Male"
"3123","1022737","Black","Male","Black Male"
"3124","1022763","Black","Male","Black Male"
"3125","1022776","Black","Male","Black Male"
"3126","1022787","Black","Male","Black Male"
"3127","1022789","Black","Male","Black Male"
"3128","1022794","Black","Male","Black Male"
"3129","1022798","Black","Male","Black Male"
"3130","1022822","Black","Male","Black Male"
"3131","1022823","Black","Male","Black Male"
"3132","1022834","Black","Male","Black Male"
"3133","1022840","Black","Male","Black Male"
"3134","1022845","Black","Male","Black Male"
"3135","1022875","Black","Male","Black Male"
"3136","1022880","Black","Male","Black Male"
"3137","1022881","Black","Male","Black Male"
"3138","1022894","Black","Male","Black Male"
"3139","1022903","Black","Male","Black Male"
"3140","1022909","Black","Male","Black Male"
"3141","1022912","Black","Male","Black Male"
"3142","1022913","Black","Male","Black Male"
"3143","1022915","Black","Male","Black Male"
"3144","1022925","Black","Male","Black Male"
"3145","1022944","Black","Male","Black Male"
"3146","1022955","Black","Male","Black Male"
"3147","1022964","Black","Male","Black Male"
"3148","1022974","Black","Male","Black Male"
"3149","1022984","Black","Male","Black Male"
"3150","1022985","Black","Male","Black Male"
"3151","1022995","Black","Male","Black Male"
"3152","1023005","Black","Male","Black Male"
"3153","1023017","Black","Male","Black Male"
"3154","1023023","Black","Male","Black Male"
"3155","1023026","Black","Male","Black Male"
"3156","1023034","Black","Male","Black Male"
"3157","1023043","Black","Male","Black Male"
"3158","1023048","Black","Male","Black Male"
"3159","1023052","Black","Male","Black Male"
"3160","1023056","Black","Male","Black Male"
"3161","1023058","Black","Male","Black Male"
"3162","1023062","Black","Male","Black Male"
"3163","1023073","Black","Male","Black Male"
"3164","1023079","Black","Male","Black Male"
"3165","1023081","Black","Male","Black Male"
"3166","1023085","Black","Male","Black Male"
"3167","1023095","Black","Male","Black Male"
"3168","1023096","Black","Male","Black Male"
"3169","1023112","Black","Male","Black Male"
"3170","1023116","Black","Male","Black Male"
"3171","1023135","Black","Male","Black Male"
"3172","1023137","Black","Male","Black Male"
"3173","1023141","Black","Male","Black Male"
"3174","1023153","Black","Male","Black Male"
"3175","1023158","Black","Male","Black Male"
"3176","1023159","Black","Male","Black Male"
"3177","1023161","Black","Male","Black Male"
"3178","1023162","Black","Male","Black Male"
"3179","1023176","Black","Male","Black Male"
"3180","1023179","Black","Male","Black Male"
"3181","1023201","Black","Male","Black Male"
"3182","1023204","Black","Male","Black Male"
"3183","1023206","Black","Male","Black Male"
"3184","1023210","Black","Male","Black Male"
"3185","1023224","Black","Male","Black Male"
"3186","1023225","Black","Male","Black Male"
"3187","1023228","Black","Male","Black Male"
"3188","1023239","Black","Male","Black Male"
"3189","1023246","Black","Male","Black Male"
"3190","1023247","Black","Male","Black Male"
"3191","1023249","Black","Male","Black Male"
"3192","1023250","Black","Male","Black Male"
"3193","1023253","Black","Male","Black Male"
"3194","1023255","Black","Male","Black Male"
"3195","1023268","Black","Male","Black Male"
"3196","1023270","Black","Male","Black Male"
"3197","1023273","Black","Male","Black Male"
"3198","1023280","Black","Male","Black Male"
"3199","1023290","Black","Male","Black Male"
"3200","1023291","Black","Male","Black Male"
"3201","1023292","Black","Male","Black Male"
"3202","1023315","Black","Male","Black Male"
"3203","1023316","Black","Male","Black Male"
"3204","1023329","Black","Male","Black Male"
"3205","1023330","Black","Male","Black Male"
"3206","1023345","Black","Male","Black Male"
"3207","1023348","Black","Male","Black Male"
"3208","1023352","Black","Male","Black Male"
"3209","1023361","Black","Male","Black Male"
"3210","1023373","Black","Male","Black Male"
"3211","1023374","Black","Male","Black Male"
"3212","1023385","Black","Male","Black Male"
"3213","1023397","Black","Male","Black Male"
"3214","1023398","Black","Male","Black Male"
"3215","1023418","Black","Male","Black Male"
"3216","1023430","Black","Male","Black Male"
"3217","1023449","Black","Male","Black Male"
"3218","1023452","Black","Male","Black Male"
"3219","1023458","Black","Male","Black Male"
"3220","1023472","Black","Male","Black Male"
"3221","1023474","Black","Male","Black Male"
"3222","1023475","Black","Male","Black Male"
"3223","1023490","Black","Male","Black Male"
"3224","1023494","Black","Male","Black Male"
"3225","1023498","Black","Male","Black Male"
"3226","1023500","Black","Male","Black Male"
"3227","1023502","Black","Male","Black Male"
"3228","1023510","Black","Male","Black Male"
"3229","1023522","Black","Male","Black Male"
"3230","1023530","Black","Male","Black Male"
"3231","1023549","Black","Male","Black Male"
"3232","1023550","Black","Male","Black Male"
"3233","1023553","Black","Male","Black Male"
"3234","1023554","Black","Male","Black Male"
"3235","1023555","Black","Male","Black Male"
"3236","1023557","Black","Male","Black Male"
"3237","1023563","Black","Male","Black Male"
"3238","1023567","Black","Male","Black Male"
"3239","1023573","Black","Male","Black Male"
"3240","1023578","Black","Male","Black Male"
"3241","1023580","Black","Male","Black Male"
"3242","1023582","Black","Male","Black Male"
"3243","1023585","Black","Male","Black Male"
"3244","1023592","Black","Male","Black Male"
"3245","1023622","Black","Male","Black Male"
"3246","1023624","Black","Male","Black Male"
"3247","1023640","Black","Male","Black Male"
"3248","1023645","Black","Male","Black Male"
"3249","1023654","Black","Male","Black Male"
"3250","1023655","Black","Male","Black Male"
"3251","1023657","Black","Male","Black Male"
"3252","1023658","Black","Male","Black Male"
"3253","1023661","Black","Male","Black Male"
"3254","1023663","Black","Male","Black Male"
"3255","1023678","Black","Male","Black Male"
"3256","1023680","Black","Male","Black Male"
"3257","1023702","Black","Male","Black Male"
"3258","1023705","Black","Male","Black Male"
"3259","1023721","Black","Male","Black Male"
"3260","1023742","Black","Male","Black Male"
"3261","1023743","Black","Male","Black Male"
"3262","1023747","Black","Male","Black Male"
"3263","1023748","Black","Male","Black Male"
"3264","1023751","Black","Male","Black Male"
"3265","1023764","Black","Male","Black Male"
"3266","1023773","Black","Male","Black Male"
"3267","1023778","Black","Male","Black Male"
"3268","1023788","Black","Male","Black Male"
"3269","1023790","Black","Male","Black Male"
"3270","1023806","Black","Male","Black Male"
"3271","1023808","Black","Male","Black Male"
"3272","1023821","Black","Male","Black Male"
"3273","1023834","Black","Male","Black Male"
"3274","1023847","Black","Male","Black Male"
"3275","1023870","Black","Male","Black Male"
"3276","1023872","Black","Male","Black Male"
"3277","1023877","Black","Male","Black Male"
"3278","1023891","Black","Male","Black Male"
"3279","1023897","Black","Male","Black Male"
"3280","1023911","Black","Male","Black Male"
"3281","1023912","Black","Male","Black Male"
"3282","1023920","Black","Male","Black Male"
"3283","1023928","Black","Male","Black Male"
"3284","1023936","Black","Male","Black Male"
"3285","1023942","Black","Male","Black Male"
"3286","1023950","Black","Male","Black Male"
"3287","1023956","Black","Male","Black Male"
"3288","1023959","Black","Male","Black Male"
"3289","1023961","Black","Male","Black Male"
"3290","1023971","Black","Male","Black Male"
"3291","1023973","Black","Male","Black Male"
"3292","1023977","Black","Male","Black Male"
"3293","1023979","Black","Male","Black Male"
"3294","1023980","Black","Male","Black Male"
"3295","1023985","Black","Male","Black Male"
"3296","1023987","Black","Male","Black Male"
"3297","1023988","Black","Male","Black Male"
"3298","1023990","Black","Male","Black Male"
"3299","1023995","Black","Male","Black Male"
"3300","1024010","Black","Male","Black Male"
"3301","1024035","Black","Male","Black Male"
"3302","1024043","Black","Male","Black Male"
"3303","1024047","Black","Male","Black Male"
"3304","1024050","Black","Male","Black Male"
"3305","1024055","Black","Male","Black Male"
"3306","1024056","Black","Male","Black Male"
"3307","1024071","Black","Male","Black Male"
"3308","1024078","Black","Male","Black Male"
"3309","1024079","Black","Male","Black Male"
"3310","1024084","Black","Male","Black Male"
"3311","1024088","Black","Male","Black Male"
"3312","1024100","Black","Male","Black Male"
"3313","1024101","Black","Male","Black Male"
"3314","1024105","Black","Male","Black Male"
"3315","1024107","Black","Male","Black Male"
"3316","1024115","Black","Male","Black Male"
"3317","1024116","Black","Male","Black Male"
"3318","1024135","Black","Male","Black Male"
"3319","1024136","Black","Male","Black Male"
"3320","1024138","Black","Male","Black Male"
"3321","1024165","Black","Male","Black Male"
"3322","1024177","Black","Male","Black Male"
"3323","1024190","Black","Male","Black Male"
"3324","1024204","Black","Male","Black Male"
"3325","1024217","Black","Male","Black Male"
"3326","1024220","Black","Male","Black Male"
"3327","1024230","Black","Male","Black Male"
"3328","1024234","Black","Male","Black Male"
"3329","1024241","Black","Male","Black Male"
"3330","1024253","Black","Male","Black Male"
"3331","1024258","Black","Male","Black Male"
"3332","1024259","Black","Male","Black Male"
"3333","1024263","Black","Male","Black Male"
"3334","1024264","Black","Male","Black Male"
"3335","1024266","Black","Male","Black Male"
"3336","1024267","Black","Male","Black Male"
"3337","1024281","Black","Male","Black Male"
"3338","1024283","Black","Male","Black Male"
"3339","1024289","Black","Male","Black Male"
"3340","1024290","Black","Male","Black Male"
"3341","1024291","Black","Male","Black Male"
"3342","1024298","Black","Male","Black Male"
"3343","1024299","Black","Male","Black Male"
"3344","1024305","Black","Male","Black Male"
"3345","1024311","Black","Male","Black Male"
"3346","1024315","Black","Male","Black Male"
"3347","1024319","Black","Male","Black Male"
"3348","1024322","Black","Male","Black Male"
"3349","1024334","Black","Male","Black Male"
"3350","1024342","Black","Male","Black Male"
"3351","1024346","Black","Male","Black Male"
"3352","1024363","Black","Male","Black Male"
"3353","1024366","Black","Male","Black Male"
"3354","1024377","Black","Male","Black Male"
"3355","1024379","Black","Male","Black Male"
"3356","1024408","Black","Male","Black Male"
"3357","1024413","Black","Male","Black Male"
"3358","1024414","Black","Male","Black Male"
"3359","1024420","Black","Male","Black Male"
"3360","1024427","Black","Male","Black Male"
"3361","1024432","Black","Male","Black Male"
"3362","1024434","Black","Male","Black Male"
"3363","1024435","Black","Male","Black Male"
"3364","1024437","Black","Male","Black Male"
"3365","1024459","Black","Male","Black Male"
"3366","1024460","Black","Male","Black Male"
"3367","1024464","Black","Male","Black Male"
"3368","1024496","Black","Male","Black Male"
"3369","1024507","Black","Male","Black Male"
"3370","1024515","Black","Male","Black Male"
"3371","1024520","Black","Male","Black Male"
"3372","1024533","Black","Male","Black Male"
"3373","1024553","Black","Male","Black Male"
"3374","1024554","Black","Male","Black Male"
"3375","1024565","Black","Male","Black Male"
"3376","1024568","Black","Male","Black Male"
"3377","1024585","Black","Male","Black Male"
"3378","1024590","Black","Male","Black Male"
"3379","1024592","Black","Male","Black Male"
"3380","1024612","Black","Male","Black Male"
"3381","1024618","Black","Male","Black Male"
"3382","1024625","Black","Male","Black Male"
"3383","1024636","Black","Male","Black Male"
"3384","1024641","Black","Male","Black Male"
"3385","1024659","Black","Male","Black Male"
"3386","1024669","Black","Male","Black Male"
"3387","1024677","Black","Male","Black Male"
"3388","1024683","Black","Male","Black Male"
"3389","1024697","Black","Male","Black Male"
"3390","1024699","Black","Male","Black Male"
"3391","1024711","Black","Male","Black Male"
"3392","1024724","Black","Male","Black Male"
"3393","1024726","Black","Male","Black Male"
"3394","1024727","Black","Male","Black Male"
"3395","1024728","Black","Male","Black Male"
"3396","1024731","Black","Male","Black Male"
"3397","1024735","Black","Male","Black Male"
"3398","1024749","Black","Male","Black Male"
"3399","1024756","Black","Male","Black Male"
"3400","1024762","Black","Male","Black Male"
"3401","1024770","Black","Male","Black Male"
"3402","1024771","Black","Male","Black Male"
"3403","1024777","Black","Male","Black Male"
"3404","1024791","Black","Male","Black Male"
"3405","1024793","Black","Male","Black Male"
"3406","1024798","Black","Male","Black Male"
"3407","1024801","Black","Male","Black Male"
"3408","1024809","Black","Male","Black Male"
"3409","1024817","Black","Male","Black Male"
"3410","1024819","Black","Male","Black Male"
"3411","1024828","Black","Male","Black Male"
"3412","1024829","Black","Male","Black Male"
"3413","1024830","Black","Male","Black Male"
"3414","1024835","Black","Male","Black Male"
"3415","1024839","Black","Male","Black Male"
"3416","1024841","Black","Male","Black Male"
"3417","1024842","Black","Male","Black Male"
"3418","1024847","Black","Male","Black Male"
"3419","1024858","Black","Male","Black Male"
"3420","1024870","Black","Male","Black Male"
"3421","1024884","Black","Male","Black Male"
"3422","1024887","Black","Male","Black Male"
"3423","1024889","Black","Male","Black Male"
"3424","1024897","Black","Male","Black Male"
"3425","1024903","Black","Male","Black Male"
"3426","1024906","Black","Male","Black Male"
"3427","1024912","Black","Male","Black Male"
"3428","1024923","Black","Male","Black Male"
"3429","1024928","Black","Male","Black Male"
"3430","1024933","Black","Male","Black Male"
"3431","1024935","Black","Male","Black Male"
"3432","1024937","Black","Male","Black Male"
"3433","1024941","Black","Male","Black Male"
"3434","1024944","Black","Male","Black Male"
"3435","1024960","Black","Male","Black Male"
"3436","1024968","Black","Male","Black Male"
"3437","1024969","Black","Male","Black Male"
"3438","1024970","Black","Male","Black Male"
"3439","1024991","Black","Male","Black Male"
"3440","1025004","Black","Male","Black Male"
"3441","1025012","Black","Male","Black Male"
"3442","1025030","Black","Male","Black Male"
"3443","1025037","Black","Male","Black Male"
"3444","1025043","Black","Male","Black Male"
"3445","1025053","Black","Male","Black Male"
"3446","1025056","Black","Male","Black Male"
"3447","1025068","Black","Male","Black Male"
"3448","1025071","Black","Male","Black Male"
"3449","1025072","Black","Male","Black Male"
"3450","1025073","Black","Male","Black Male"
"3451","1025078","Black","Male","Black Male"
"3452","1025080","Black","Male","Black Male"
"3453","1025082","Black","Male","Black Male"
"3454","1025087","Black","Male","Black Male"
"3455","1025099","Black","Male","Black Male"
"3456","1025106","Black","Male","Black Male"
"3457","1025139","Black","Male","Black Male"
"3458","1025153","Black","Male","Black Male"
"3459","1025168","Black","Male","Black Male"
"3460","1025173","Black","Male","Black Male"
"3461","1025178","Black","Male","Black Male"
"3462","1025190","Black","Male","Black Male"
"3463","1025191","Black","Male","Black Male"
"3464","1025197","Black","Male","Black Male"
"3465","1025203","Black","Male","Black Male"
"3466","1025206","Black","Male","Black Male"
"3467","1025209","Black","Male","Black Male"
"3468","1025213","Black","Male","Black Male"
"3469","1025214","Black","Male","Black Male"
"3470","1025222","Black","Male","Black Male"
"3471","1025223","Black","Male","Black Male"
"3472","1025248","Black","Male","Black Male"
"3473","1025256","Black","Male","Black Male"
"3474","1025260","Black","Male","Black Male"
"3475","1025262","Black","Male","Black Male"
"3476","1025263","Black","Male","Black Male"
"3477","1025267","Black","Male","Black Male"
"3478","1025268","Black","Male","Black Male"
"3479","1025278","Black","Male","Black Male"
"3480","1025284","Black","Male","Black Male"
"3481","1025287","Black","Male","Black Male"
"3482","1025298","Black","Male","Black Male"
"3483","1025311","Black","Male","Black Male"
"3484","1025315","Black","Male","Black Male"
"3485","1025319","Black","Male","Black Male"
"3486","1025356","Black","Male","Black Male"
"3487","1025376","Black","Male","Black Male"
"3488","1025385","Black","Male","Black Male"
"3489","1025413","Black","Male","Black Male"
"3490","1025418","Black","Male","Black Male"
"3491","1025419","Black","Male","Black Male"
"3492","1025438","Black","Male","Black Male"
"3493","1025441","Black","Male","Black Male"
"3494","1025445","Black","Male","Black Male"
"3495","1025447","Black","Male","Black Male"
"3496","1025451","Black","Male","Black Male"
"3497","1025461","Black","Male","Black Male"
"3498","1025464","Black","Male","Black Male"
"3499","1025475","Black","Male","Black Male"
"3500","1025477","Black","Male","Black Male"
"3501","1025487","Black","Male","Black Male"
"3502","1025488","Black","Male","Black Male"
"3503","1025492","Black","Male","Black Male"
"3504","1025502","Black","Male","Black Male"
"3505","1025510","Black","Male","Black Male"
"3506","1025523","Black","Male","Black Male"
"3507","1025526","Black","Male","Black Male"
"3508","1025531","Black","Male","Black Male"
"3509","1025534","Black","Male","Black Male"
"3510","1025542","Black","Male","Black Male"
"3511","1025545","Black","Male","Black Male"
"3512","1025547","Black","Male","Black Male"
"3513","1025557","Black","Male","Black Male"
"3514","1025576","Black","Male","Black Male"
"3515","1025585","Black","Male","Black Male"
"3516","1025591","Black","Male","Black Male"
"3517","1025618","Black","Male","Black Male"
"3518","1025619","Black","Male","Black Male"
"3519","1025629","Black","Male","Black Male"
"3520","1025635","Black","Male","Black Male"
"3521","1025636","Black","Male","Black Male"
"3522","1025647","Black","Male","Black Male"
"3523","1025648","Black","Male","Black Male"
"3524","1025652","Black","Male","Black Male"
"3525","1025653","Black","Male","Black Male"
"3526","1025655","Black","Male","Black Male"
"3527","1025656","Black","Male","Black Male"
"3528","1025663","Black","Male","Black Male"
"3529","1025664","Black","Male","Black Male"
"3530","1025670","Black","Male","Black Male"
"3531","1025673","Black","Male","Black Male"
"3532","1025691","Black","Male","Black Male"
"3533","1025692","Black","Male","Black Male"
"3534","1025714","Black","Male","Black Male"
"3535","1025722","Black","Male","Black Male"
"3536","1025727","Black","Male","Black Male"
"3537","1025730","Black","Male","Black Male"
"3538","1025732","Black","Male","Black Male"
"3539","1025737","Black","Male","Black Male"
"3540","1025739","Black","Male","Black Male"
"3541","1025782","Black","Male","Black Male"
"3542","1025817","Black","Male","Black Male"
"3543","1025820","Black","Male","Black Male"
"3544","1025824","Black","Male","Black Male"
"3545","1025825","Black","Male","Black Male"
"3546","1025827","Black","Male","Black Male"
"3547","1025840","Black","Male","Black Male"
"3548","1025843","Black","Male","Black Male"
"3549","1025855","Black","Male","Black Male"
"3550","1025856","Black","Male","Black Male"
"3551","1025875","Black","Male","Black Male"
"3552","1025880","Black","Male","Black Male"
"3553","1025888","Black","Male","Black Male"
"3554","1025889","Black","Male","Black Male"
"3555","1025894","Black","Male","Black Male"
"3556","1025899","Black","Male","Black Male"
"3557","1025900","Black","Male","Black Male"
"3558","1025911","Black","Male","Black Male"
"3559","1025913","Black","Male","Black Male"
"3560","1025914","Black","Male","Black Male"
"3561","1025915","Black","Male","Black Male"
"3562","1025921","Black","Male","Black Male"
"3563","1025925","Black","Male","Black Male"
"3564","1025932","Black","Male","Black Male"
"3565","1025954","Black","Male","Black Male"
"3566","1025976","Black","Male","Black Male"
"3567","1025978","Black","Male","Black Male"
"3568","1025995","Black","Male","Black Male"
"3569","1025998","Black","Male","Black Male"
"3570","1026008","Black","Male","Black Male"
"3571","1026010","Black","Male","Black Male"
"3572","1026014","Black","Male","Black Male"
"3573","1026015","Black","Male","Black Male"
"3574","1026023","Black","Male","Black Male"
"3575","1026043","Black","Male","Black Male"
"3576","1026044","Black","Male","Black Male"
"3577","1026045","Black","Male","Black Male"
"3578","1026056","Black","Male","Black Male"
"3579","1026059","Black","Male","Black Male"
