"","Community_ID","Count","current_age","percentBlack","percentWhite","percentMale","percentFemale","WithinCommunityComplaints","Index_Value","DetectedCrew","totalSettlements","NumberOfDocs","NumberOfDocRequests","ToRead_ordered"
"1",108,3,49.3333333333333,0,100,100,0,34,1,"Yes",5,0,0,NA
"2",424,5,47.8,0,80,100,0,58,0.950940868368744,"Yes",5,0,11,NA
"3",1319,3,39.6666666666667,0,66.6666666666667,100,0,32,0.946905057929693,"Yes",3,2,0,"1053203, 1058318"
"4",1134,5,54,0,100,100,0,52,0.943759896880625,"Yes",1,15,1,"1051577"
"5",219,3,53.6666666666667,0,100,100,0,37,0.938800202129321,"Yes",0,2,0,NA
"6",485,3,47,100,0,66.6666666666667,33.3333333333333,37,0.931609268216172,"Yes",2,4,5,"1049933, 1051068, 1061572"
"7",253,3,60,0,66.6666666666667,100,0,28,0.886681261658056,"Yes",0,6,5,"1054665"
"8",1097,13,56,84.6153846153846,0,76.9230769230769,7.69230769230769,93,0.868736308131125,"Yes",1,0,4,"1060820, 1061411"
"9",1288,8,56,100,0,87.5,12.5,64,0.844179196858817,"Yes",1,1,3,"1062771"
"10",160,7,50.3333333333333,85.7142857142857,0,42.8571428571429,42.8571428571429,62,0.800614467136271,"Yes",0,5,0,"1074105"
"11",550,6,45.8,16.6666666666667,50,83.3333333333333,0,50,0.793323272603661,"Yes",2,43,1,"1074537, 1075904, 1057176, 1062193"
"12",87,8,44.875,0,100,87.5,12.5,68,0.77910138512755,"Yes",5,3,0,"1060969, 1059016, 1059413, 1051875, 1059403"
"13",1343,10,44.9,20,30,90,10,63,0.776055098423933,"Yes",4,2,1,"1074636, 1056773, 1058039"
"14",180,10,62.3,50,40,80,20,70,0.772860681072832,"Yes",0,9,0,"1058970"
"15",334,6,47.8333333333333,0,100,100,0,46,0.771503028589637,"Yes",0,2,3,"1055678, 1057192, 1050022"
"16",360,5,50,40,60,100,0,44,0.771472414528728,"Yes",2,15,4,"1055152"
"17",305,4,50.5,25,0,50,50,41,0.75133554188919,"Yes",1,2,0,"1053794"
"18",194,3,56.3333333333333,0,66.6666666666667,66.6666666666667,33.3333333333333,25,0.750865708442257,"Yes",1,0,1,NA
"19",970,8,37.75,0,75,100,0,57,0.74433989092282,"Yes",15,18,1,"1056397, 1058994, 1052598, 1059552, 1051054, 1051413, 1051960, 1052246, 1056176, 1055190"
"20",64,10,56.4444444444444,0,70,80,10,57,0.738720793175952,"Yes",0,0,3,NA
"21",15,12,36.8888888888889,33.3333333333333,8.33333333333333,75,0,61,0.732121854240634,"Yes",16,74,1,"1050914, 1049779, 1049192, 1050257, 1050767, 1054226, 1054601, 1057982, 1058174, 1058175, 1061585, 1052911, 1055056, 1055855, 1057911, 1052395, 1057354, 1062012"
"22",1470,6,60.8,0,33.3333333333333,83.3333333333333,0,41,0.728638384154212,"Yes",1,0,1,NA
"23",251,6,45.4,0,83.3333333333333,66.6666666666667,16.6666666666667,41,0.723372798301023,"Yes",15,13,1,"1058268, 1048996, 1051693, 1057457, 1055222, 1073242, 1057046, 1059317"
"24",1821,3,52.6666666666667,100,0,33.3333333333333,66.6666666666667,26,0.718417677095765,"Yes",0,0,0,NA
"25",1170,7,60.7142857142857,0,71.4285714285714,85.7142857142857,14.2857142857143,49,0.715527535295334,"Yes",0,0,1,NA
"26",696,4,37.25,0,100,100,0,35,0.71490918951239,"Yes",2,16,0,"1049887"
"27",342,4,48,0,100,75,25,35,0.712293091982206,"Yes",0,6,0,"1073881"
"28",552,10,58.4,40,60,90,10,55,0.708022420757902,"Yes",3,0,0,NA
"29",461,5,39.8,0,100,100,0,45,0.699446517226381,"Yes",2,14,0,"1050935, 1050604, 1049560, 1053898, 1050065"
"30",81,5,46.8,0,100,100,0,38,0.698392089502216,"Yes",2,22,1,"1049379, 1051049, 1051572, 1056254, 1056053, 1059730"
"31",797,3,40,0,66.6666666666667,66.6666666666667,0,18,0.690363756819786,"Yes",1,3,2,"1060252"
"32",1029,5,63.6,100,0,100,0,38,0.690024703840774,"Yes",0,0,3,NA
"33",335,5,53.2,0,100,100,0,43,0.683962862837808,"Yes",0,1,2,"1057269"
"34",415,3,54.6666666666667,33.3333333333333,66.6666666666667,100,0,18,0.677300556911746,"Yes",5,10,1,"1051001"
"35",1326,10,61.2222222222222,80,0,90,0,55,0.676983448520072,"Yes",1,14,6,"1056218, 1060620, 1056217, 1051873, 1063189"
"36",1706,4,67,50,50,75,25,38,0.661507526732537,"Yes",0,0,1,NA
"37",761,3,53.3333333333333,0,100,100,0,21,0.65877287534375,"Yes",0,0,0,NA
"38",2028,3,68.6666666666667,100,0,100,0,17,0.658392343864939,"Yes",0,0,1,NA
"39",1457,4,52.25,100,0,50,50,36,0.656218192621731,"Yes",0,0,0,NA
"40",1676,3,55,33.3333333333333,0,33.3333333333333,0,32,0.655177053531414,"Yes",1,9,3,"1050325"
"41",816,3,48.6666666666667,0,0,100,0,23,0.654302921926593,"Yes",1,0,2,NA
"42",121,5,56.3333333333333,60,0,40,20,37,0.651558022433201,"Yes",4,48,4,"1058432, 1051717"
"43",899,13,55.6153846153846,0,61.5384615384615,69.2307692307692,30.7692307692308,54,0.639550120316936,"Yes",1,0,5,NA
"44",12,10,55.8888888888889,70,10,90,0,53,0.638146329899922,"Yes",3,3,2,"1065313, 1058294"
"45",789,16,62,0,75,100,0,54,0.637260859057873,"Yes",0,0,0,NA
"46",687,14,52,0,85.7142857142857,85.7142857142857,7.14285714285714,59,0.6342538688866,"Yes",2,0,1,"1062883"
"47",25,6,46.3333333333333,0,66.6666666666667,100,0,36,0.631367009852184,"Yes",0,1,2,NA
"48",213,8,35.1666666666667,12.5,50,75,0,43,0.630221403649486,"Yes",23,34,1,"1049187, 1061518, 1052521, 1058637, 1052690, 1052860, 1054109, 1057390, 1057478, 1057505"
"49",1171,14,62.0769230769231,14.2857142857143,71.4285714285714,71.4285714285714,21.4285714285714,60,0.627250234128962,"Yes",5,1,1,"1057624"
"50",232,4,51,0,75,75,0,25,0.616584171823989,"Yes",2,19,1,"1052343, 1056551, 1054752, 1055601"
"51",436,5,48.6,0,40,100,0,32,0.614388206691043,"Yes",8,3,0,"1052742"
"52",337,7,37.8571428571429,0,85.7142857142857,100,0,44,0.614041955070013,"Yes",9,65,0,"1049168, 1049738, 1051058, 1050449, 1052801"
"53",1309,5,64.2,100,0,100,0,33,0.612770756399755,"Yes",0,0,0,NA
"54",184,3,49.6666666666667,66.6666666666667,33.3333333333333,100,0,20,0.609907541010167,"Yes",4,0,1,NA
"55",107,6,43.8333333333333,0,100,100,0,36,0.608359459814091,"Yes",2,8,0,"1051147, 1052233, 1054063"
"56",1393,12,47.25,66.6666666666667,8.33333333333333,83.3333333333333,16.6666666666667,51,0.608246955532326,"Yes",10,8,4,"1053935, 1073190, 1056896"
"57",1075,4,41,0,75,100,0,31,0.607049892039524,"Yes",2,97,4,"1057420"
"58",704,3,46,0,100,100,0,17,0.606121345454904,"Yes",1,0,0,NA
"59",186,15,46.4,53.3333333333333,20,93.3333333333333,6.66666666666667,53,0.605003006784059,"Yes",6,8,7,"1055288, 1056828, 1057762, 1060647"
"60",751,7,47.7142857142857,0,100,100,0,32,0.600729692807183,"Yes",3,19,0,"1073225, 1050980, 1050353"
"61",100,5,55.2,0,100,100,0,27,0.600062777526516,"Yes",2,0,0,NA
"62",1757,7,62.7142857142857,0,100,100,0,40,0.599981437121557,"Yes",0,0,1,NA
"63",812,3,54.6666666666667,0,100,100,0,9,0.599202970828946,"Yes",6,11,0,"1061903"
"64",1018,8,60.375,50,37.5,75,25,46,0.596948853431354,"Yes",0,0,1,NA
"65",642,5,53.2,0,20,100,0,29,0.596153359044834,"Yes",0,0,1,NA
"66",494,4,56.3333333333333,0,50,75,0,24,0.593592820785719,"Yes",0,239,2,"1049801, 1054925"
"67",430,8,40.625,0,75,87.5,12.5,30,0.59178116274417,"Yes",7,28,0,"1050548, 1052052"
"68",300,5,64,20,80,100,0,24,0.590971953199058,"Yes",0,24,1,NA
"69",165,3,43.3333333333333,0,100,66.6666666666667,33.3333333333333,24,0.59057711977351,"Yes",5,21,0,"1049456, 1052264, 1053364, 1074303, 1059085, 1052965"
"70",602,3,43.3333333333333,0,100,100,0,19,0.590032922550979,"Yes",0,56,0,"1055812, 1058509"
"71",207,5,43.2,0,100,80,20,32,0.585411697775233,"Yes",6,20,0,"1053036, 1053637, 1055581, 1057265, 1062023, 1060786"
"72",562,8,43,0,37.5,62.5,12.5,51,0.583978910518514,"Yes",1,2,1,"1050641"
"73",217,4,50.5,50,0,50,0,21,0.583652017834795,"Yes",2,10,1,"1049180, 1050302"
"74",42,9,44.2222222222222,0,66.6666666666667,100,0,42,0.583462162538583,"Yes",6,0,1,NA
"75",747,10,55.2,20,50,80,20,47,0.582173718998831,"Yes",1,2,1,"1054254"
"76",878,5,67.6,60,40,100,0,35,0.581661963511898,"Yes",0,0,0,NA
"77",16,10,49.1111111111111,0,90,90,0,50,0.57785364089906,"Yes",5,3,5,"1054699, 1063622, 1054836, 1058635, 1057326"
"78",752,15,60.4285714285714,6.66666666666667,60,93.3333333333333,0,53,0.57623968059326,"Yes",1,4,0,"1050221, 1057105"
"79",21,9,45.7777777777778,0,44.4444444444444,77.7777777777778,22.2222222222222,50,0.575826763646556,"Yes",2,13,0,"1073450, 1053309, 1056808, 1062583, 1049144"
"80",741,9,45.5714285714286,0,66.6666666666667,66.6666666666667,11.1111111111111,51,0.574718191951236,"Yes",1,3,1,"1073988, 1053335"
"81",626,10,42.8,0,90,100,0,38,0.573946714896653,"Yes",1,12,1,"1058487, 1049807, 1052316"
"82",892,13,68.2727272727273,0,76.9230769230769,84.6153846153846,0,48,0.573639380913987,"Yes",4,3,1,"1074939"
"83",1117,4,54.75,100,0,100,0,29,0.570482388055283,"Yes",2,0,3,NA
"84",1498,5,39.75,0,60,80,0,27,0.570263145626861,"Yes",0,1,1,NA
"85",1586,4,43.25,25,50,75,25,21,0.568093603316815,"Yes",13,4,1,NA
"86",817,5,45.4,0,100,100,0,28,0.566659873147097,"Yes",1,1,1,"1056199, 1061489"
"87",10,13,54.9230769230769,76.9230769230769,15.3846153846154,84.6153846153846,15.3846153846154,48,0.566378443764111,"Yes",0,3,1,"1054081"
"88",211,10,41.3,0,90,90,10,46,0.564739619901829,"Yes",11,5,0,"1056770, 1057724, 1059063, 1058927"
"89",428,7,39.8571428571429,0,71.4285714285714,100,0,23,0.564278661692757,"Yes",19,21,1,"1061134, 1054510, 1059701"
"90",1453,6,39.6666666666667,0,83.3333333333333,100,0,22,0.562849121001524,"Yes",0,0,0,"1059603"
"91",520,13,57.7692307692308,46.1538461538462,53.8461538461538,84.6153846153846,15.3846153846154,43,0.562312311721623,"Yes",0,0,0,NA
"92",866,6,45.25,0,66.6666666666667,66.6666666666667,0,29,0.560529239773245,"Yes",4,36,0,"1049200, 1075808, 1061803"
"93",468,13,44.1538461538462,0,84.6153846153846,84.6153846153846,15.3846153846154,53,0.560126256405844,"Yes",3,0,3,NA
"94",689,5,48.8,60,0,80,20,24,0.559867305012417,"Yes",0,3,1,"1060308, 1074181"
"95",1053,3,56.6666666666667,0,100,100,0,18,0.559647344438018,"Yes",0,4,0,"1052197"
"96",1673,6,61.6666666666667,33.3333333333333,50,83.3333333333333,16.6666666666667,30,0.557388839489327,"Yes",1,8,7,"1052515, 1051279, 1054728, 1055254"
"97",1420,3,49.3333333333333,100,0,100,0,17,0.555356578708421,"Yes",0,2,0,"1051071"
"98",390,4,49.75,0,100,100,0,32,0.553818228590506,"Yes",2,42,0,"1057401, 1049252, 1058314, 1058751"
"99",1356,4,42.25,0,75,100,0,24,0.552446807912193,"Yes",2,7,3,"1060858, 1059334, 1059736, 1061291"
"100",1454,4,52,0,100,100,0,23,0.552347078730396,"Yes",1,0,0,NA
"101",247,13,43.25,7.69230769230769,53.8461538461538,76.9230769230769,15.3846153846154,44,0.551195386458072,"Yes",25,24,0,"1051814, 1054032"
"102",932,5,49.4,0,100,100,0,23,0.550932945231479,"Yes",2,3,3,"1054620"
"103",916,4,52.25,0,75,100,0,24,0.550752180834626,"Yes",1,0,1,NA
"104",690,16,38.5,25,50,68.75,18.75,41,0.549658607253344,"Yes",11,40,0,"1050283, 1060096, 1053308, 1055161, 1074186, 1074189"
"105",523,13,52.2727272727273,0,76.9230769230769,76.9230769230769,7.69230769230769,48,0.548673111608119,"Yes",1,8,0,"1062052, 1074269, 1057317"
"106",748,12,52.9,0,25,83.3333333333333,0,52,0.546817635335855,"Yes",2,0,2,"1060184"
"107",514,5,58,100,0,100,0,27,0.543922425740179,"Yes",0,0,1,NA
"108",62,10,52.6,100,0,90,10,51,0.542876142443303,"Yes",0,0,4,NA
"109",799,15,58.2666666666667,0,86.6666666666667,86.6666666666667,13.3333333333333,45,0.541686060501692,"Yes",3,0,2,"1058181"
"110",444,17,54.8823529411765,0,82.3529411764706,100,0,55,0.54130318369752,"Yes",2,3,4,"1061603, 1049242"
"111",580,6,62,0,50,66.6666666666667,0,31,0.541294048217606,"Yes",2,3,2,NA
"112",187,4,54.6666666666667,0,75,75,0,22,0.54078321749885,"Yes",2,0,1,NA
"113",575,5,54.75,0,80,40,40,27,0.54072050122288,"Yes",1,1,0,"1054177"
"114",2090,4,56,0,75,75,0,22,0.540552694865991,"Yes",0,0,0,NA
"115",377,5,46.8,0,60,100,0,28,0.540032958697499,"Yes",2,19,0,"1049236, 1060013"
"116",1302,7,40.1666666666667,0,71.4285714285714,85.7142857142857,0,37,0.537800516762416,"Yes",12,5,0,"1074576, 1057780"
"117",630,4,45.25,0,75,100,0,22,0.537511878204327,"Yes",0,2,0,"1050151, 1061180"
"118",413,6,46.4,0,83.3333333333333,83.3333333333333,0,25,0.537069217971436,"Yes",3,16,1,"1074093, 1074521, 1074915, 1057940"
"119",1261,5,57.5,80,0,80,0,23,0.536727081813971,"Yes",0,0,0,NA
"120",779,8,52,100,0,100,0,37,0.53413894048267,"Yes",4,10,0,"1051797, 1052017, 1058691, 1059942"
"121",51,14,48.2307692307692,35.7142857142857,14.2857142857143,85.7142857142857,7.14285714285714,50,0.533232216190665,"Yes",4,24,1,"1056461, 1049038"
"122",60,6,54.6666666666667,0,100,100,0,34,0.531727078710847,"Yes",1,1,6,NA
"123",412,4,56.75,0,50,100,0,17,0.529703429173654,"Yes",1,10,0,"1053315"
"124",43,12,43,8.33333333333333,75,100,0,49,0.52875532441095,"Yes",6,14,0,"1051321, 1053488, 1073470, 1051484, 1054811"
"125",169,16,56.25,12.5,81.25,87.5,12.5,58,0.526161281537129,"Yes",1,14,5,"1050978, 1050948, 1059958, 1049621, 1075528, 1058993, 1053353, 1057073"
"126",245,7,53.7142857142857,42.8571428571429,0,100,0,26,0.526155342670263,"Yes",0,0,2,NA
"127",3,6,41.8333333333333,0,66.6666666666667,66.6666666666667,33.3333333333333,35,0.525188643366516,"Yes",1,15,0,"1073464, 1056213, 1053537, 1050210"
"128",109,4,46.5,0,100,100,0,18,0.524682737803108,"Yes",7,7,0,"1073718"
"129",1189,11,38.6,0,81.8181818181818,81.8181818181818,9.09090909090909,31,0.52338775081127,"Yes",9,10,3,"1057579, 1052148, 1073904, 1056682, 1057728"
"130",574,4,47.5,0,50,25,25,18,0.522080663083913,"Yes",4,0,2,NA
"131",1273,10,44.7777777777778,10,10,90,0,38,0.521597585786754,"Yes",3,6,2,"1052772, 1058303, 1073717, 1055120"
"132",782,12,39.8888888888889,8.33333333333333,41.6666666666667,66.6666666666667,8.33333333333333,42,0.521067794962367,"Yes",1,7,0,"1053199, 1055231, 1058481, 1058569, 1057486, 1062250"
"133",130,6,48,0,66.6666666666667,83.3333333333333,0,24,0.520172336633356,"Yes",5,12,2,"1053155, 1074272, 1057494"
"134",192,16,44.1428571428571,6.25,31.25,87.5,0,52,0.517699575743839,"Yes",7,3,3,"1075872"
"135",191,3,0,0,0,0,0,15,0.516820125031934,"Yes",3,1,0,"1053413"
"136",836,3,47.5,0,66.6666666666667,66.6666666666667,0,19,0.516805653037897,"Yes",2,6,1,"1048976, 1051653"
"137",1429,3,62.6666666666667,100,0,100,0,6,0.516315192848718,"Yes",2,0,0,NA
"138",1516,3,47,0,100,100,0,16,0.513981534417339,"Yes",0,0,0,NA
"139",220,4,51.25,0,75,100,0,20,0.513830780481062,"Yes",1,0,0,NA
"140",127,5,48.2,0,80,100,0,26,0.51281545752931,"Yes",8,5,1,"1057558, 1057881"
"141",246,15,46.5333333333333,0,53.3333333333333,93.3333333333333,6.66666666666667,41,0.51245343364602,"Yes",11,14,0,"1049786, 1053573, 1074131, 1056207"
"142",348,4,52,0,75,100,0,21,0.511956806518091,"Yes",3,0,0,NA
"143",927,10,42,0,20,50,0,32,0.511948292084673,"Yes",1,24,0,"1057256, 1051802, 1057325, 1053002, 1056906, 1053760, 1075663"
"144",35,23,42,30.4347826086957,30.4347826086957,78.2608695652174,13.0434782608696,52,0.511705139331375,"Yes",5,33,0,"1051709, 1058802, 1049532, 1073461, 1056341, 1056197, 1060778, 1052512, 1060735"
"145",884,5,50.4,0,60,100,0,20,0.511008260267558,"Yes",1,2,0,"1055146, 1054519"
"146",380,6,50.4,0,83.3333333333333,83.3333333333333,0,36,0.509526362809138,"Yes",1,4,2,"1051575, 1057970, 1058297"
"147",989,7,56.8571428571429,71.4285714285714,0,71.4285714285714,28.5714285714286,30,0.509205663881627,"Yes",0,1,0,"1058455, 1057304"
"148",753,3,62.3333333333333,0,66.6666666666667,100,0,18,0.508927113274787,"Yes",0,0,2,NA
"149",332,14,48.7142857142857,28.5714285714286,57.1428571428571,85.7142857142857,14.2857142857143,41,0.508915857066342,"Yes",8,6,0,"1051930, 1073669, 1054146, 1059223, 1053950"
"150",115,9,51.7142857142857,0,77.7777777777778,44.4444444444444,33.3333333333333,37,0.508618833534717,"Yes",0,2,0,"1049728"
"151",883,13,34.5,7.69230769230769,30.7692307692308,84.6153846153846,7.69230769230769,40,0.507920262686587,"Yes",10,73,8,"1049495, 1073408, 1075483"
"152",558,12,53,83.3333333333333,0,75,16.6666666666667,49,0.506512416050619,"Yes",0,2,5,"1062343, 1049639, 1061273"
"153",830,7,63.2857142857143,0,85.7142857142857,100,0,23,0.503948448366634,"Yes",0,3,2,"1057017, 1050491, 1051468, 1060401"
"154",1114,7,51,0,14.2857142857143,100,0,27,0.503940296502312,"Yes",1,0,0,"1059045"
"155",824,7,46.1428571428571,14.2857142857143,28.5714285714286,71.4285714285714,28.5714285714286,30,0.50344925448343,"Yes",0,3,1,"1053678, 1058822"
"156",508,11,51.4545454545455,0,63.6363636363636,90.9090909090909,9.09090909090909,39,0.503215847864076,"Yes",2,0,2,NA
"157",1130,5,54,60,20,100,0,29,0.502659474775487,"Yes",1,0,7,NA
"158",294,4,51,0,0,100,0,20,0.502629870055317,"Yes",5,26,0,"1049081"
"159",403,13,63.8461538461538,38.4615384615385,53.8461538461538,100,0,42,0.501300277242316,"Yes",0,26,2,NA
"160",847,7,58,14.2857142857143,85.7142857142857,71.4285714285714,28.5714285714286,31,0.501254580354957,"Yes",0,0,1,NA
"161",301,12,44,0,75,91.6666666666667,8.33333333333333,50,0.49804542797641,"No",7,52,3,"1055137, 1058685, 1062185"
"162",423,3,44.6666666666667,0,0,100,0,19,0.497856055906696,"No",1,0,0,NA
"163",473,9,40.3333333333333,0,22.2222222222222,66.6666666666667,0,34,0.49751058168786,"No",8,38,1,"1049792, 1061262, 1051629, 1058788, 1053491, 1056784, 1057172"
"164",536,12,40.8181818181818,0,25,83.3333333333333,8.33333333333333,39,0.496555692205301,"No",17,16,2,"1055130, 1055517, 1059995, 1049595, 1053912, 1054506, 1054667, 1052990, 1051559, 1073808, 1056440"
"165",1317,4,46,0,25,75,25,21,0.494035037156654,"No",2,2,2,NA
"166",215,10,50.1111111111111,60,10,80,10,47,0.49309329953788,"No",2,2,1,"1053367"
"167",1550,3,41.5,0,33.3333333333333,66.6666666666667,0,15,0.492816947926739,"No",0,8,0,"1053322, 1055848"
"168",243,16,39.7333333333333,0,68.75,87.5,6.25,50,0.489889829948079,"No",16,94,3,"1048978, 1050333, 1053371, 1049454, 1052179, 1052769, 1055867, 1057941, 1051976"
"169",603,6,37.5,0,50,66.6666666666667,33.3333333333333,30,0.489418103742914,"No",6,78,1,"1054922, 1049455, 1052424, 1052687, 1060746, 1061912, 1061951"
"170",455,19,55.6470588235294,10.5263157894737,73.6842105263158,89.4736842105263,0,48,0.489262510399114,"No",2,1,0,"1056479, 1062228"
"171",920,8,41.2,37.5,12.5,50,12.5,32,0.488940319398757,"No",6,8,1,"1051362, 1054578"
"172",842,3,62.6666666666667,0,100,100,0,19,0.488497800385212,"No",0,0,0,NA
"173",1428,7,58.6666666666667,0,57.1428571428571,85.7142857142857,0,32,0.487817363140617,"No",3,0,2,NA
"174",77,11,61.5454545454545,100,0,90.9090909090909,9.09090909090909,38,0.487175106229521,"No",0,8,4,"1052881, 1059932, 1050016"
"175",1002,9,36.4444444444444,22.2222222222222,77.7777777777778,100,0,34,0.486953795192611,"No",4,10,2,"1052537, 1053214, 1059204, 1060580, 1055901, 1056496"
"176",114,6,54.3333333333333,0,83.3333333333333,100,0,26,0.486905048821399,"No",1,0,1,NA
"177",1322,4,40,0,50,50,0,21,0.486740691409904,"No",2,3,0,"1074209"
"178",89,18,46.9411764705882,0,83.3333333333333,83.3333333333333,11.1111111111111,58,0.486593883473926,"No",9,6,0,"1075609, 1057112, 1058301"
"179",69,9,38.6666666666667,0,77.7777777777778,88.8888888888889,11.1111111111111,37,0.485254259572775,"No",3,14,2,"1075015, 1051735, 1056117, 1049682, 1050067, 1050197, 1060411, 1061098"
"180",868,7,46.5,85.7142857142857,0,71.4285714285714,14.2857142857143,40,0.484502875171275,"No",4,3,1,NA
"181",78,7,52.2857142857143,85.7142857142857,0,100,0,31,0.484209515860484,"No",0,7,0,"1056435, 1055214, 1055880, 1073509"
"182",280,10,49.7,0,50,100,0,42,0.483874060760995,"No",0,6,0,"1053889, 1057680"
"183",571,4,47.6666666666667,0,75,75,0,22,0.483799499861576,"No",0,0,0,NA
"184",17,11,58.3636363636364,36.3636363636364,54.5454545454545,90.9090909090909,9.09090909090909,35,0.483216576873081,"No",1,3,5,"1061496, 1050515"
"185",1893,9,64.1111111111111,22.2222222222222,77.7777777777778,77.7777777777778,22.2222222222222,37,0.482611958480101,"No",0,0,0,NA
"186",210,9,45.7777777777778,0,66.6666666666667,100,0,44,0.481140152746748,"No",3,41,1,"1049423, 1049960, 1057126, 1050576, 1052596, 1074634, 1075643, 1055124, 1056100"
"187",1316,8,38.7142857142857,0,75,87.5,0,22,0.480816767394244,"No",17,1,2,"1051289, 1058400"
"188",1007,4,55.25,0,25,100,0,22,0.479952745483401,"No",0,0,0,"1060456"
"189",375,14,40,14.2857142857143,7.14285714285714,78.5714285714286,7.14285714285714,37,0.477852195016559,"No",15,20,3,"1049235, 1050377, 1073415, 1060783, 1059594, 1061834, 1062233"
"190",1001,3,51,0,100,100,0,16,0.477685870672734,"No",2,0,0,NA
"191",344,15,46.6666666666667,0,93.3333333333333,80,20,52,0.477490497792832,"No",4,8,2,"1049177, 1050338"
"192",1616,3,69.6666666666667,0,100,66.6666666666667,33.3333333333333,17,0.477191450948,"No",0,0,1,NA
"193",1138,3,51,0,0,33.3333333333333,0,9,0.474960714719804,"No",3,13,0,"1060051, 1051820"
"194",1287,12,55.7272727272727,58.3333333333333,25,75,16.6666666666667,41,0.474719991394692,"No",2,1,5,"1060074"
"195",1011,8,62.25,0,75,87.5,12.5,31,0.474216219308892,"No",0,0,1,NA
"196",791,7,65.8571428571429,85.7142857142857,14.2857142857143,100,0,32,0.473168751369139,"No",0,0,3,NA
"197",54,8,43.7142857142857,0,75,87.5,0,37,0.472085147396907,"No",13,11,1,"1049580, 1050747, 1060946, 1052696"
"198",820,10,49.125,70,0,80,0,38,0.471697569254762,"No",4,4,5,"1060765, 1055718"
"199",272,5,66,80,20,100,0,25,0.471641652135061,"No",0,0,0,NA
"200",362,7,56.7142857142857,0,71.4285714285714,85.7142857142857,14.2857142857143,32,0.470202262738379,"No",4,5,3,NA
"201",863,11,48.5555555555556,0,63.6363636363636,81.8181818181818,0,43,0.469763735547642,"No",1,2,4,"1052513"
"202",429,9,41.8571428571429,0,77.7777777777778,77.7777777777778,0,27,0.467666851148649,"No",16,22,4,NA
"203",1407,3,56,33.3333333333333,0,100,0,14,0.467174584798325,"No",1,0,1,NA
"204",1510,7,60,0,71.4285714285714,100,0,29,0.466956790549303,"No",2,0,1,NA
"205",1162,15,54.4,0,53.3333333333333,93.3333333333333,6.66666666666667,48,0.466450160758438,"No",2,9,5,"1050863"
"206",742,5,40.2,0,20,100,0,18,0.465380598336672,"No",5,11,0,"1052778, 1051074, 1050198, 1052838, 1059093, 1062129, 1051560"
"207",955,8,50,0,75,100,0,30,0.464204982521835,"No",3,0,2,"1058725, 1059284"
"208",723,13,44.8461538461538,0,84.6153846153846,100,0,38,0.463071143116379,"No",5,1,1,"1061701, 1062197, 1060812"
"209",572,11,55.1818181818182,36.3636363636364,45.4545454545455,81.8181818181818,18.1818181818182,37,0.462254331376867,"No",2,2,11,"1050290"
"210",492,14,37.9285714285714,0,64.2857142857143,85.7142857142857,14.2857142857143,42,0.461648728796154,"No",4,54,1,"1075219, 1049347, 1052244, 1056063, 1049471, 1050284, 1051624, 1052503, 1074266, 1058020, 1059005, 1049447, 1051614, 1052560, 1054249, 1055402, 1056249, 1056291, 1059721, 1059229, 1054904, 1053607, 1056028, 1059915, 1062328"
"211",347,8,53.125,87.5,12.5,100,0,31,0.461588897975069,"No",0,28,1,"1049260, 1057156, 1056331"
"212",1014,11,66.7272727272727,0,63.6363636363636,100,0,36,0.460367166127279,"No",0,0,1,NA
"213",73,11,57.5454545454545,27.2727272727273,72.7272727272727,100,0,38,0.460094288971628,"No",1,0,1,NA
"214",418,12,54.8333333333333,66.6666666666667,8.33333333333333,83.3333333333333,16.6666666666667,48,0.459689474820348,"No",1,4,2,"1053874, 1055504"
"215",995,4,44.6666666666667,0,75,75,0,17,0.459040620333143,"No",1,3,1,"1058486, 1051117"
"216",287,5,39.4,0,100,100,0,17,0.458932623683769,"No",7,36,0,"1049072, 1054656"
"217",416,3,50,0,66.6666666666667,33.3333333333333,33.3333333333333,12,0.45753802068017,"No",1,9,0,NA
"218",396,9,41.6666666666667,0,66.6666666666667,88.8888888888889,11.1111111111111,33,0.457371019010843,"No",8,7,0,"1051391"
"219",1210,3,56,0,100,100,0,13,0.455981412466442,"No",0,0,1,NA
"220",532,5,51.6,0,100,100,0,23,0.454622357426771,"No",1,5,0,"1050642, 1053617"
"221",1187,15,45.0769230769231,40,33.3333333333333,66.6666666666667,20,46,0.453943390245998,"No",5,6,2,"1050061, 1055971, 1057111, 1053477"
"222",695,7,40,0,85.7142857142857,85.7142857142857,0,24,0.453736774824817,"No",6,3,1,"1059815, 1050076"
"223",1207,5,43,0,40,80,20,29,0.453672342998262,"No",3,2,0,"1064032, 1053722"
"224",437,8,44.75,0,62.5,100,0,31,0.453039843942593,"No",3,11,0,"1053166, 1058727, 1051415, 1055196, 1056255, 1049296"
"225",122,4,45,25,0,0,25,13,0.453008404271377,"No",5,284,0,NA
"226",386,6,46.4,0,66.6666666666667,83.3333333333333,0,25,0.452884862842197,"No",5,32,1,NA
"227",605,9,43.375,0,33.3333333333333,44.4444444444444,44.4444444444444,37,0.451668319089147,"No",2,19,0,NA
"228",1945,3,63.3333333333333,100,0,100,0,4,0.450921105491722,"No",0,5,0,"1053583"
"229",535,8,49.5714285714286,87.5,0,87.5,0,33,0.450614413558515,"No",0,0,0,"1060476, 1061746"
"230",384,3,61,0,66.6666666666667,66.6666666666667,0,14,0.450440865052038,"No",5,23,0,NA
