"","Community_ID","Count","current_age","percentBlack","percentWhite","percentMale","percentFemale","WithinCommunityComplaints","Index_Value","DetectedCrew","totalSettlements","NumberOfDocs","NumberOfDocRequests","ToRead_ordered"
"896",1410,7,53.3333333333333,0,85.7142857142857,71.4285714285714,14.2857142857143,21,0.255798264153667,"No",0,2,2,"1056373, 1058588, 1060792"
"897",1536,4,67,0,100,100,0,11,0.255591158185009,"No",0,0,0,NA
"898",1907,6,66.5,0,100,100,0,16,0.255520349052563,"No",1,0,0,NA
"899",788,13,52,30.7692307692308,15.3846153846154,46.1538461538462,15.3846153846154,16,0.255394101913751,"No",1,3,2,"1050894, 1061906"
"900",678,8,44.6666666666667,37.5,12.5,50,25,14,0.255294263576195,"No",4,3,0,"1059444"
"901",8,12,48.5454545454545,8.33333333333333,66.6666666666667,75,16.6666666666667,26,0.255283140288339,"No",2,1,0,NA
"902",1500,3,68,0,100,100,0,5,0.255252204889431,"No",0,0,0,NA
"903",278,7,45,0,100,100,0,12,0.255139609025226,"No",1,18,17,"1053079, 1053362"
"904",351,11,44.75,0,72.7272727272727,63.6363636363636,9.09090909090909,21,0.255134119294845,"No",2,3,3,"1057116"
"905",354,8,39.625,0,100,87.5,12.5,16,0.254889319240086,"No",2,7,1,"1059592, 1062349"
"906",1156,9,51.125,0,77.7777777777778,77.7777777777778,11.1111111111111,23,0.253881216965969,"No",0,1,0,"1055419"
"907",343,4,61,0,50,50,25,11,0.253769525580687,"No",0,0,1,NA
"908",1056,6,51.1666666666667,0,50,83.3333333333333,16.6666666666667,19,0.253653620977233,"No",0,0,0,"1056749"
"909",1669,4,36.25,0,100,100,0,7,0.253264491333914,"No",5,3,0,"1074138"
"910",1360,7,48,42.8571428571429,42.8571428571429,100,0,17,0.253100134377551,"No",1,2,0,NA
"911",528,8,52.25,25,37.5,87.5,12.5,23,0.252847988627345,"No",0,5,15,"1050873"
"912",1057,3,51,33.3333333333333,66.6666666666667,100,0,5,0.252548362357384,"No",3,2,0,"1055798"
"913",34,6,50.8333333333333,100,0,66.6666666666667,33.3333333333333,18,0.251989440659944,"No",2,41,2,"1049373, 1050502, 1052508, 1073687, 1052422"
"914",372,9,52.6666666666667,66.6666666666667,33.3333333333333,100,0,27,0.251988044342622,"No",1,9,4,"1055950, 1051416"
"915",1726,7,54.4285714285714,0,85.7142857142857,100,0,16,0.25197162268221,"No",4,0,1,NA
"916",1603,3,63.6666666666667,0,100,66.6666666666667,33.3333333333333,5,0.251930945228486,"No",0,0,1,NA
"917",664,9,51.7777777777778,66.6666666666667,33.3333333333333,88.8888888888889,11.1111111111111,21,0.251832812614225,"No",0,0,0,"1060758"
"918",338,8,53.25,0,100,62.5,37.5,17,0.25178737006403,"No",0,5,0,"1073997, 1055476"
"919",1868,3,50,0,100,33.3333333333333,66.6666666666667,5,0.251459540631448,"No",0,0,0,NA
"920",450,5,64,40,60,80,20,14,0.250723348060013,"No",0,0,0,NA
"921",983,3,46.3333333333333,0,100,100,0,5,0.250359596571694,"No",1,2,0,"1051031"
"922",142,4,59.5,0,100,100,0,15,0.249809618123589,"No",0,0,1,NA
"923",1166,3,49.6666666666667,0,66.6666666666667,33.3333333333333,66.6666666666667,5,0.249573922243299,"No",1,0,1,"1057701"
"924",1345,3,69,0,100,66.6666666666667,33.3333333333333,5,0.249573922243299,"No",0,0,0,NA
"925",2105,3,68.3333333333333,0,100,100,0,5,0.249573922243299,"No",0,0,0,NA
"926",1203,6,46.5,33.3333333333333,33.3333333333333,100,0,7,0.249553651707213,"No",0,3,0,"1060228, 1052211"
"927",1382,3,56.6666666666667,0,33.3333333333333,66.6666666666667,33.3333333333333,5,0.248996149429494,"No",0,4,4,"1050804, 1051366"
"928",802,3,60.6666666666667,100,0,100,0,5,0.248913955807447,"No",0,0,0,"1058508"
"929",1606,5,57.8,100,0,80,20,8,0.248869091510418,"No",0,4,0,"1051617, 1050462"
"930",1884,3,37.5,66.6666666666667,0,66.6666666666667,0,5,0.248840626203463,"No",0,0,0,NA
"931",259,8,40,12.5,75,87.5,12.5,21,0.248668832145653,"No",5,69,3,"1052722, 1053734, 1054309, 1076026, 1056583, 1049118"
"932",1318,4,71,0,100,100,0,5,0.248637871044915,"No",0,0,0,NA
"933",1334,3,46,0,100,100,0,5,0.248552545616385,"No",0,3,1,"1057950"
"934",619,4,49.25,0,100,100,0,8,0.248307931939543,"No",0,0,0,NA
"935",566,4,50.25,0,100,100,0,14,0.248225505468855,"No",0,4,0,"1064618, 1050119"
"936",1570,6,35.1666666666667,16.6666666666667,33.3333333333333,100,0,7,0.248021229642147,"No",0,0,1,NA
"937",1159,5,36.8,0,80,100,0,10,0.247849772837944,"No",0,4,0,"1051945, 1058417"
"938",598,3,62.3333333333333,0,100,66.6666666666667,33.3333333333333,8,0.247643845664534,"No",0,0,0,NA
"939",37,3,34.6666666666667,0,33.3333333333333,100,0,5,0.247216899258112,"No",1,13,0,"1054840, 1059043, 1060873, 1051768, 1056201"
"940",426,5,0,0,0,0,0,4,0.247186014395524,"No",4,0,3,NA
"941",518,7,51.4285714285714,100,0,85.7142857142857,14.2857142857143,20,0.246898383663504,"No",0,0,4,NA
"942",1978,5,50.6666666666667,0,20,60,0,7,0.246785952343058,"No",0,0,0,NA
"943",838,10,50.5,0,100,50,50,22,0.246714196128192,"No",0,0,2,"1061728"
"944",388,13,51.6923076923077,15.3846153846154,30.7692307692308,100,0,25,0.246327590699934,"No",1,28,3,"1056771, 1057396"
"945",877,11,55.5454545454545,81.8181818181818,0,81.8181818181818,18.1818181818182,14,0.246012499114169,"No",6,15,0,"1051720, 1051804, 1053997"
"946",203,12,48.1818181818182,0,66.6666666666667,66.6666666666667,25,28,0.245775079857355,"No",5,23,0,"1055082, 1055629, 1049247, 1049565, 1055814"
"947",1237,9,56.6666666666667,33.3333333333333,66.6666666666667,100,0,17,0.245710834875418,"No",0,6,6,"1053389"
"948",672,3,39.3333333333333,0,100,66.6666666666667,33.3333333333333,13,0.245276277603901,"No",0,11,0,"1050984, 1075289, 1052944, 1049991, 1059627"
"949",341,4,48,0,75,100,0,9,0.244840090997256,"No",0,17,2,"1050774, 1056812"
"950",956,5,49.2,20,80,100,0,10,0.244819314714132,"No",0,1,0,NA
"951",526,8,38,0,37.5,37.5,12.5,16,0.244807003777443,"No",13,12,1,"1055326, 1073463, 1049551, 1073424, 1055995"
"952",1386,3,59.6666666666667,33.3333333333333,66.6666666666667,33.3333333333333,66.6666666666667,4,0.244622006907144,"No",0,4,0,"1056048"
"953",1598,4,65.75,0,25,100,0,7,0.244577856994205,"No",0,1,0,NA
"954",1633,6,61.3333333333333,0,83.3333333333333,83.3333333333333,16.6666666666667,14,0.244347035770693,"No",0,3,2,"1050775"
"955",4,5,55.4,40,40,100,0,11,0.244318809183859,"No",3,1,5,"1057653"
"956",1253,6,40.6666666666667,0,83.3333333333333,66.6666666666667,33.3333333333333,14,0.244161913530759,"No",2,5,1,"1052597"
"957",1251,5,61.2,20,40,80,20,11,0.244122792239979,"No",0,1,0,"1050101"
"958",673,8,46.4285714285714,0,12.5,87.5,0,11,0.243857523202506,"No",6,12,15,"1052331, 1056119, 1060942"
"959",395,3,46.5,66.6666666666667,0,66.6666666666667,0,4,0.243799680370967,"No",10,55,0,"1049257"
"960",1430,4,55.25,100,0,100,0,8,0.243595569557016,"No",1,5,3,"1049002"
"961",891,3,42,0,0,0,33.3333333333333,6,0.243518439785679,"No",0,0,0,"1059988, 1060383"
"962",72,7,42.1428571428571,0,71.4285714285714,100,0,12,0.243064208904998,"No",6,4,0,"1058616, 1059070, 1056684"
"963",870,7,63.8571428571429,14.2857142857143,71.4285714285714,100,0,17,0.243044082741885,"No",1,1,0,NA
"964",324,7,46.7142857142857,14.2857142857143,85.7142857142857,85.7142857142857,14.2857142857143,15,0.242628509415595,"No",3,12,0,"1073233, 1052182, 1051939, 1075109, 1056531, 1049137, 1060064"
"965",521,8,68.375,0,100,100,0,13,0.242454608229846,"No",0,0,0,NA
"966",359,6,50.3333333333333,100,0,66.6666666666667,33.3333333333333,12,0.241856933839699,"No",1,9,2,"1049206, 1074274, 1074478, 1061265, 1054984"
"967",411,4,50.5,25,25,25,25,9,0.241669538984064,"No",1,9,0,NA
"968",452,12,55.9166666666667,91.6666666666667,0,83.3333333333333,16.6666666666667,31,0.241538325522559,"No",2,4,0,"1058800, 1051456, 1055507"
"969",2157,3,70,100,0,100,0,4,0.240536512993697,"No",0,0,0,NA
"970",124,5,41,0,100,100,0,9,0.240344250323188,"No",1,2,0,"1052071, 1057497, 1059227"
"971",972,6,39.6,0,66.6666666666667,83.3333333333333,0,10,0.240074383717363,"No",5,3,1,NA
"972",1126,6,45.3333333333333,0,66.6666666666667,83.3333333333333,16.6666666666667,12,0.239955601964982,"No",1,4,0,"1051793"
"973",1414,3,36.3333333333333,33.3333333333333,0,100,0,8,0.239944237246257,"No",0,2,1,"1054133"
"974",503,11,57.2727272727273,0,72.7272727272727,81.8181818181818,18.1818181818182,26,0.239808961579393,"No",0,1,4,"1050414"
"975",65,4,52.5,0,50,100,0,10,0.239667299198635,"No",0,0,0,NA
"976",595,6,51.5,16.6666666666667,83.3333333333333,83.3333333333333,16.6666666666667,13,0.239385159875216,"No",1,0,1,"1060045"
"977",887,10,37.7,10,60,100,0,25,0.23847401329745,"No",9,12,3,"1054707, 1057013, 1057427, 1050704"
"978",622,4,62.75,0,75,50,50,10,0.238231208211175,"No",0,0,1,NA
"979",894,5,51.4,0,100,100,0,12,0.238121755586653,"No",0,2,0,NA
"980",302,10,48.5,90,0,70,30,20,0.237617936072091,"No",0,8,0,"1049979, 1049131, 1050546"
"981",311,6,54,16.6666666666667,33.3333333333333,33.3333333333333,50,15,0.237586818735317,"No",2,16,0,"1056272"
"982",2045,3,67.3333333333333,33.3333333333333,66.6666666666667,100,0,2,0.23752469134566,"No",0,0,1,NA
"983",778,9,47.7777777777778,44.4444444444444,55.5555555555556,100,0,18,0.236984228306828,"No",3,22,0,"1049167, 1050308, 1050810, 1050388, 1057062, 1051244"
"984",942,10,40.5,30,60,90,10,17,0.236873134164434,"No",0,8,0,"1058355, 1060628, 1056144"
"985",1198,14,57,7.14285714285714,64.2857142857143,78.5714285714286,21.4285714285714,26,0.236652354928933,"No",0,4,1,"1052187, 1060246, 1059847"
"986",1752,3,58.3333333333333,0,66.6666666666667,66.6666666666667,33.3333333333333,8,0.235282569564443,"No",0,0,0,NA
"987",685,3,49,0,0,100,0,6,0.23517639908241,"No",0,1,0,"1051267, 1059290"
"988",422,9,51.7777777777778,0,66.6666666666667,77.7777777777778,22.2222222222222,22,0.235159413171066,"No",1,0,1,NA
"989",1333,7,58.7142857142857,14.2857142857143,85.7142857142857,85.7142857142857,14.2857142857143,15,0.235057246103261,"No",0,0,0,NA
"990",1776,6,57.6666666666667,0,100,66.6666666666667,33.3333333333333,13,0.234962258624274,"No",0,0,0,NA
"991",471,10,45.75,30,30,60,20,17,0.234464148940499,"No",4,26,2,"1056074, 1052874"
"992",140,4,46.5,0,25,75,25,10,0.234442112239233,"No",2,0,1,"1056573, 1058838"
"993",1112,13,65.3076923076923,15.3846153846154,38.4615384615385,100,0,20,0.234145464744496,"No",0,0,3,NA
"994",608,5,48,60,40,80,20,9,0.233179050604076,"No",1,3,1,"1060856, 1055418, 1056819"
"995",116,3,52,100,0,100,0,4,0.232836904575421,"No",2,3,0,NA
"996",1116,4,40.3333333333333,0,50,75,0,9,0.232801450692226,"No",4,10,0,"1054742, 1053933, 1074430, 1059659, 1060596, 1055180"
"997",292,6,53.8333333333333,16.6666666666667,33.3333333333333,100,0,16,0.232722682567606,"No",1,4,0,"1056121, 1061413"
"998",1449,5,57.4,0,80,60,40,8,0.232594743064185,"No",0,2,0,NA
"999",1592,3,71.3333333333333,66.6666666666667,0,100,0,4,0.232491207870926,"No",0,0,0,NA
"1000",929,6,42.3333333333333,16.6666666666667,33.3333333333333,100,0,16,0.232461008829716,"No",5,4,6,"1058593, 1050901"
"1001",397,10,56.8,100,0,60,40,22,0.232397788530126,"No",1,3,2,"1059670"
"1002",1369,3,43.3333333333333,0,100,100,0,7,0.231699813007828,"No",4,2,35,"1051787, 1059722, 1058842"
"1003",669,3,47.3333333333333,33.3333333333333,33.3333333333333,100,0,4,0.231422690784308,"No",2,27,0,"1049962"
"1004",1503,3,60.6666666666667,0,100,100,0,4,0.231422690784308,"No",0,0,0,NA
"1005",873,3,53.6666666666667,0,0,100,0,4,0.23110842105295,"No",0,0,0,NA
"1006",1017,3,52.3333333333333,0,66.6666666666667,66.6666666666667,33.3333333333333,4,0.23110842105295,"No",1,0,0,"1059780"
"1007",1122,3,56,0,66.6666666666667,100,0,4,0.23110842105295,"No",0,0,0,NA
"1008",1148,5,55.6,0,40,100,0,12,0.231061048574806,"No",0,0,0,NA
"1009",1084,5,46.6,0,60,80,20,12,0.230918280325418,"No",0,6,0,"1051547, 1050688, 1058193"
"1010",96,3,63.3333333333333,0,100,100,0,4,0.230857005267864,"No",0,0,0,NA
"1011",496,3,51,100,0,66.6666666666667,33.3333333333333,4,0.230794151321592,"No",0,1,8,"1051034"
"1012",666,3,62,0,100,33.3333333333333,66.6666666666667,4,0.230794151321592,"No",0,4,0,"1055413, 1051075"
"1013",1142,12,60,100,0,83.3333333333333,16.6666666666667,28,0.2305774329441,"No",2,6,2,"1054805"
"1014",519,9,40.2222222222222,22.2222222222222,44.4444444444444,77.7777777777778,22.2222222222222,18,0.230526209735054,"No",3,80,1,"1051744, 1052142, 1060550, 1049739"
"1015",1065,8,48.375,100,0,100,0,16,0.230361425329919,"No",1,2,0,"1074465"
"1016",1087,5,55.6,0,80,100,0,12,0.230032039682988,"No",0,1,0,"1051609"
"1017",350,3,52.3333333333333,0,66.6666666666667,66.6666666666667,33.3333333333333,4,0.230008476993196,"No",1,0,0,NA
"1018",590,3,48.6666666666667,100,0,66.6666666666667,33.3333333333333,4,0.229923865911677,"No",0,7,0,"1053564, 1049704"
"1019",840,9,52.2222222222222,11.1111111111111,11.1111111111111,100,0,20,0.229839961418788,"No",0,1,0,"1050527"
"1020",1308,4,43,25,25,75,0,7,0.229834810605534,"No",2,16,0,"1073298, 1054963, 1073673, 1058254"
"1021",1263,3,65.6666666666667,66.6666666666667,33.3333333333333,66.6666666666667,33.3333333333333,4,0.229501997649356,"No",0,0,2,NA
"1022",1090,3,53,0,0,100,0,4,0.22936785023312,"No",0,0,0,NA
"1023",1493,7,46.1666666666667,0,71.4285714285714,57.1428571428571,28.5714285714286,12,0.229070169700411,"No",2,1,0,"1055968"
"1024",869,5,54.2,20,60,60,40,13,0.228982637196195,"No",2,0,2,"1058683"
"1025",803,6,51.5,83.3333333333333,16.6666666666667,83.3333333333333,16.6666666666667,14,0.228906661353408,"No",1,7,0,"1051988, 1052213"
"1026",462,6,43.6666666666667,0,100,100,0,11,0.228355204801996,"No",2,3,0,"1058215, 1050673, 1059251, 1062421"
"1027",573,5,59,0,60,100,0,12,0.228294203152714,"No",1,2,2,"1052022"
"1028",67,4,49.5,0,50,75,25,6,0.228192739703555,"No",1,5,0,"1052013, 1060705"
"1029",86,9,61,0,100,66.6666666666667,33.3333333333333,19,0.227967874935801,"No",0,0,1,NA
"1030",346,12,59.9166666666667,91.6666666666667,8.33333333333333,41.6666666666667,58.3333333333333,19,0.226776061018957,"No",0,5,0,"1057961, 1049184, 1060599"
"1031",399,4,49,75,0,75,0,10,0.226665616684739,"No",1,8,0,"1049267, 1051235, 1057266"
"1032",33,7,50,0,71.4285714285714,57.1428571428571,28.5714285714286,16,0.22664159956649,"No",1,3,2,"1050196, 1075969"
"1033",201,5,50.4,0,80,60,40,11,0.225935310838967,"No",2,3,0,"1054347, 1056795"
"1034",97,9,66.25,33.3333333333333,44.4444444444444,66.6666666666667,22.2222222222222,13,0.225903482233884,"No",0,2,3,NA
"1035",737,9,45.6666666666667,33.3333333333333,55.5555555555556,88.8888888888889,11.1111111111111,18,0.225902453900589,"No",6,13,0,"1049325, 1050376, 1053638, 1050332, 1066196"
"1036",667,6,39.6666666666667,0,100,66.6666666666667,33.3333333333333,12,0.225169357008829,"No",11,23,0,"1060519, 1075298, 1051592, 1051626, 1075063, 1050510"
"1037",1194,3,58.6666666666667,100,0,33.3333333333333,66.6666666666667,7,0.224935703100849,"No",0,4,0,"1061710, 1051603"
"1038",1346,5,38.6,0,20,100,0,8,0.224767869591233,"No",0,7,0,"1054455"
"1039",1220,9,58.3333333333333,0,77.7777777777778,100,0,17,0.224596757981374,"No",2,5,2,"1051474"
"1040",241,7,50.8571428571429,28.5714285714286,71.4285714285714,71.4285714285714,28.5714285714286,17,0.22437565856604,"No",0,2,0,"1056178"
"1041",621,5,36.2,0,40,100,0,8,0.223911360794604,"No",3,8,1,"1049791, 1053700, 1052173"
"1042",274,4,50.75,75,0,50,50,10,0.223601486803996,"No",0,31,0,"1049240, 1053976, 1049736, 1051997, 1056884, 1062439"
"1043",357,12,48.5,0,83.3333333333333,91.6666666666667,8.33333333333333,24,0.223512740344364,"No",5,10,3,"1050464, 1052494, 1060671, 1050255, 1055134, 1057803"
"1044",148,4,53,0,25,50,0,7,0.223267420344969,"No",0,15,0,"1053252"
"1045",1095,12,55,16.6666666666667,66.6666666666667,91.6666666666667,8.33333333333333,23,0.221957129075877,"No",0,4,3,"1051272, 1052661"
"1046",677,3,63.3333333333333,100,0,66.6666666666667,33.3333333333333,7,0.221007331458871,"No",0,0,0,NA
"1047",849,5,48,0,40,80,20,10,0.220718475152368,"No",3,0,2,NA
"1048",993,3,49.6666666666667,66.6666666666667,0,33.3333333333333,66.6666666666667,7,0.220693061727513,"No",0,0,0,NA
"1049",244,3,56.6666666666667,100,0,66.6666666666667,33.3333333333333,7,0.220648166051605,"No",0,1,1,"1055087"
"1050",1831,3,56.3333333333333,66.6666666666667,33.3333333333333,66.6666666666667,33.3333333333333,7,0.220441645942427,"No",0,0,0,NA
"1051",1888,5,33.4,0,80,100,0,11,0.219725867447512,"No",0,4,0,"1075099, 1075408"
"1052",1395,4,55.5,100,0,100,0,9,0.219552170560213,"No",0,4,1,"1054525"
"1053",1238,6,51.8333333333333,100,0,100,0,11,0.219536173253839,"No",0,3,2,"1056925, 1054891"
"1054",1725,4,71,0,75,100,0,2,0.219254699559456,"No",0,0,2,NA
"1055",724,3,58.5,0,33.3333333333333,66.6666666666667,0,3,0.219109185617045,"No",1,0,1,NA
"1056",1124,4,40.75,0,75,100,0,7,0.218343420322739,"No",2,4,1,"1055166, 1054136"
"1057",1535,5,54.8,0,60,100,0,11,0.217806703830261,"No",0,1,0,"1058393"
"1058",304,5,45.2,100,0,60,40,9,0.217418806560687,"No",0,0,0,NA
"1059",30,8,60.875,75,25,75,25,10,0.217116779603668,"No",0,6,0,"1050681, 1055020"
"1060",1028,8,55.5,25,0,100,0,16,0.216931184077731,"No",0,1,1,NA
"1061",901,5,48.2,0,20,80,20,11,0.216425321340847,"No",1,0,1,NA
"1062",1604,6,60.1666666666667,0,66.6666666666667,100,0,9,0.216413884458522,"No",0,3,1,"1052850"
"1063",260,9,54,0,66.6666666666667,88.8888888888889,11.1111111111111,21,0.21615689207018,"No",1,4,0,"1049029"
"1064",594,14,51.3076923076923,28.5714285714286,28.5714285714286,71.4285714285714,21.4285714285714,22,0.215616096266154,"No",4,33,2,"1058913, 1059979, 1049727"
"1065",63,15,56.1333333333333,66.6666666666667,26.6666666666667,80,20,32,0.215450679074291,"No",8,10,0,"1060530, 1056701, 1058436, 1051134, 1054412"
"1066",1565,13,70.6153846153846,7.69230769230769,84.6153846153846,100,0,17,0.215212634942565,"No",0,0,2,NA
"1067",606,4,68.5,0,100,100,0,6,0.214975742759778,"No",0,0,0,NA
"1068",312,3,64.3333333333333,0,100,100,0,3,0.21468567311643,"No",0,0,0,NA
"1069",1529,3,59.6666666666667,0,33.3333333333333,33.3333333333333,66.6666666666667,3,0.214182841546257,"No",0,0,6,NA
"1070",639,4,63.25,75,25,100,0,6,0.21359099175598,"No",0,0,0,NA
"1071",1184,3,61.5,0,33.3333333333333,33.3333333333333,33.3333333333333,4,0.21324224990371,"No",0,0,0,NA
"1072",785,7,39.4285714285714,14.2857142857143,42.8571428571429,100,0,13,0.213051300689535,"No",4,8,0,"1053830, 1053906"
"1073",596,13,57.9230769230769,69.2307692307692,23.0769230769231,76.9230769230769,23.0769230769231,26,0.212807060292692,"No",3,57,2,"1049889, 1052542, 1055795, 1048999, 1051576, 1051240, 1055389, 1058111, 1058919, 1062047"
"1074",234,3,46.6666666666667,100,0,66.6666666666667,33.3333333333333,6,0.211267505426955,"No",0,3,0,"1051025, 1052122"
"1075",1132,3,53.5,0,66.6666666666667,66.6666666666667,0,7,0.211244202186694,"No",0,0,0,"1066197"
"1076",893,5,64.25,0,80,80,0,11,0.211177124485284,"No",1,0,1,NA
"1077",1022,8,48.125,0,100,87.5,12.5,10,0.210727909853465,"No",6,0,0,NA
"1078",1838,3,50.6666666666667,33.3333333333333,0,100,0,4,0.210679857581212,"No",0,0,0,NA
"1079",1528,5,37,0,40,80,20,10,0.210517688357904,"No",2,3,0,"1073647, 1055801"
"1080",1019,7,62.7142857142857,0,100,85.7142857142857,14.2857142857143,12,0.210480185091557,"No",0,0,0,NA
"1081",1557,3,58.3333333333333,100,0,100,0,6,0.210448833253613,"No",0,0,0,NA
"1082",909,3,63,100,0,100,0,6,0.209770034089762,"No",0,0,2,NA
"1083",560,4,47,0,100,75,25,8,0.209708825803243,"No",1,9,0,"1049742"
"1084",1169,5,43.2,0,100,40,60,10,0.208475792203343,"No",0,1,0,"1052033"
"1085",1525,7,58.5714285714286,85.7142857142857,14.2857142857143,85.7142857142857,14.2857142857143,15,0.208235612054321,"No",0,1,2,NA
"1086",379,7,58,71.4285714285714,14.2857142857143,71.4285714285714,14.2857142857143,17,0.20818983390627,"No",0,10,2,"1051065"
"1087",665,4,39,0,25,75,25,6,0.208171881846283,"No",3,17,0,"1049927"
"1088",1110,7,42,0,85.7142857142857,100,0,13,0.208047170771231,"No",4,3,3,"1053432"
"1089",974,9,49.8888888888889,0,66.6666666666667,100,0,23,0.207961931575302,"No",0,0,0,NA
"1090",926,5,57,0,60,100,0,10,0.205967919747105,"No",0,0,0,NA
"1091",469,10,47.375,10,60,60,20,16,0.205664553067384,"No",1,12,3,"1054482, 1074094, 1074496"
"1092",1436,6,57,0,83.3333333333333,66.6666666666667,16.6666666666667,14,0.205214942896112,"No",0,0,0,NA
"1093",1046,5,62.8,0,100,100,0,13,0.204391889611634,"No",0,1,0,"1056972"
"1094",848,10,57.8,80,20,70,30,23,0.2036859914563,"No",0,2,5,"1052431"
"1095",601,7,54.7142857142857,57.1428571428571,42.8571428571429,85.7142857142857,14.2857142857143,16,0.203660092135898,"No",1,12,0,"1056956"
"1096",155,13,54.8461538461538,100,0,92.3076923076923,7.69230769230769,32,0.203178336584296,"No",0,5,0,"1074172, 1054743, 1062464, 1062587, 1062807"
"1097",617,7,52.5714285714286,0,100,100,0,21,0.202732002129317,"No",0,2,0,"1056354, 1056110"
"1098",1473,4,63,0,100,50,50,7,0.202090762643404,"No",0,0,0,NA
"1099",1406,3,64,66.6666666666667,0,100,0,6,0.201441886208769,"No",0,0,0,NA
"1100",314,6,53.3333333333333,16.6666666666667,83.3333333333333,50,50,15,0.201356157043335,"No",0,3,1,"1057814, 1049120, 1060945"
"1101",559,6,41.6666666666667,16.6666666666667,33.3333333333333,66.6666666666667,33.3333333333333,11,0.20079638856163,"No",2,7,0,"1056302"
"1102",925,3,65.6666666666667,33.3333333333333,66.6666666666667,100,0,2,0.200579542056779,"No",0,0,3,NA
"1103",1339,3,54.6666666666667,0,0,100,0,6,0.200341942149015,"No",0,0,0,NA
"1104",692,12,34.8333333333333,0,50,83.3333333333333,16.6666666666667,20,0.200101574665441,"No",6,6,4,"1058275, 1052669, 1074044, 1057946"
"1105",408,17,60.1764705882353,0,88.2352941176471,82.3529411764706,17.6470588235294,31,0.19985478840324,"No",2,1,0,"1061301, 1056636"
"1106",391,7,51.2857142857143,0,100,85.7142857142857,14.2857142857143,11,0.199796363486528,"No",1,41,6,NA
"1107",1487,3,68,100,0,100,0,6,0.199241998089261,"No",0,1,0,"1054070"
"1108",1182,3,57,66.6666666666667,33.3333333333333,100,0,6,0.198770593492224,"No",0,0,1,NA
"1109",144,14,59.2142857142857,0,78.5714285714286,100,0,24,0.198458210228003,"No",1,0,1,NA
"1110",705,10,65,100,0,80,20,23,0.19838001527617,"No",1,0,3,NA
"1111",1478,6,37.1666666666667,0,66.6666666666667,100,0,8,0.19830446613928,"No",3,5,0,"1075935, 1054945"
"1112",546,3,48.6666666666667,0,100,100,0,6,0.197984919163828,"No",0,4,0,"1051319, 1055861"
"1113",715,10,57.3,100,0,60,40,27,0.196902366139036,"No",2,12,0,"1050145"
"1114",1012,13,55.3076923076923,46.1538461538462,53.8461538461538,76.9230769230769,23.0769230769231,28,0.196205982473769,"No",1,7,0,"1053941, 1057737, 1074788, 1054010"
"1115",381,7,50,0,85.7142857142857,85.7142857142857,14.2857142857143,16,0.19580854904828,"No",0,0,0,NA
"1116",1959,5,71.4,0,80,100,0,6,0.195566887117622,"No",0,0,0,NA
"1117",336,9,51.75,0,66.6666666666667,66.6666666666667,22.2222222222222,19,0.195365090577248,"No",4,8,1,"1049166"
"1118",320,6,58.3333333333333,83.3333333333333,16.6666666666667,66.6666666666667,33.3333333333333,17,0.194616471435109,"No",0,0,0,NA
"1119",1403,5,58.4,0,100,80,20,9,0.194122850269321,"No",0,3,0,"1056897, 1052590"
"1120",611,10,64,40,60,100,0,15,0.193404762438407,"No",0,9,5,NA
"1121",607,5,60,0,100,100,0,7,0.19324982437712,"No",0,7,0,"1050083"
"1122",1662,6,61.8333333333333,33.3333333333333,66.6666666666667,100,0,14,0.192757017320791,"No",0,0,0,NA
"1123",1556,7,47.2857142857143,0,28.5714285714286,100,0,15,0.192529426431263,"No",0,0,0,"1060553"
"1124",190,8,40.625,75,12.5,75,25,15,0.192017982592424,"No",5,63,0,"1049032, 1053758"
"1125",254,5,50,20,40,100,0,10,0.191825796949036,"No",1,32,0,"1049003, 1056270"
"1126",1958,9,65,0,100,77.7777777777778,22.2222222222222,18,0.191087688183945,"No",0,0,1,NA
"1127",1023,5,52.2,100,0,80,20,10,0.190667488510602,"No",0,8,0,"1049170, 1054862, 1055780"
"1128",298,7,63.4285714285714,100,0,85.7142857142857,14.2857142857143,16,0.189935796797234,"No",0,4,0,NA
"1129",1666,5,43.8,0,60,100,0,10,0.189449917779968,"No",0,0,0,NA
"1130",1538,7,58.7142857142857,0,85.7142857142857,57.1428571428571,42.8571428571429,12,0.189448441299351,"No",2,0,0,NA
"1131",198,11,58.1818181818182,0,81.8181818181818,100,0,19,0.189311381705263,"No",2,0,1,NA
"1132",1147,8,63,12.5,75,37.5,62.5,13,0.188944337426491,"No",1,0,0,NA
"1133",1179,3,42.3333333333333,0,100,100,0,5,0.188869042527724,"No",2,0,2,NA
"1134",175,12,66.25,0,100,100,0,27,0.187678311215743,"No",0,6,3,"1074106"
"1135",841,3,60,0,66.6666666666667,100,0,5,0.187376161257436,"No",1,1,0,NA
"1136",1177,3,72.3333333333333,100,0,100,0,4,0.186634252615867,"No",0,0,0,NA
"1137",1330,6,58,16.6666666666667,33.3333333333333,66.6666666666667,33.3333333333333,10,0.186355477686098,"No",0,0,0,NA
"1138",239,5,44.8,0,80,100,0,14,0.186250364952594,"No",0,5,0,"1052678, 1075183"
"1139",128,6,62,0,100,50,50,10,0.186198342820419,"No",0,42,0,"1054867, 1055215, 1050637, 1073185"
"1140",383,7,51.7142857142857,0,85.7142857142857,85.7142857142857,14.2857142857143,13,0.186125958130245,"No",1,23,0,NA
